"Kod";"Nazwa";"ogółem;ogółem;2020;[osoba]";"w wieku produkcyjnym;ogółem;2020;[osoba]";
1819045;"Strzyżów - obszar wiejski (5)";11740;7377;
1819052;"Wiśniowa (2)";7988;5018;
1820000;"Powiat tarnobrzeski";52720;32636;
1820013;"Baranów Sandomierski (3)";11770;7452;
1820014;"Baranów Sandomierski - miasto (4)";1430;851;
1820015;"Baranów Sandomierski - obszar wiejski (5)";10340;6601;
1820022;"Gorzyce (2)";13050;7974;
1820032;"Grębów (2)";10010;6259;
1820043;"Nowa Dęba (3)";17890;10951;
1820044;"Nowa Dęba - miasto (4)";11006;6660;
1820045;"Nowa Dęba - obszar wiejski (5)";6884;4291;
1821000;"Powiat leski";26375;16228;
1821012;"Baligród (2)";3150;1975;
1821022;"Cisna (2)";1771;1190;
1821033;"Lesko (3)";11262;6645;
1821034;"Lesko - miasto (4)";5406;2983;
1821035;"Lesko - obszar wiejski (5)";5856;3662;
1821042;"Olszanica (2)";4882;3102;
1821052;"Solina (2)";5310;3316;
1861000;"Powiat m.Krosno";45944;26467;
1861011;"Krosno (1)";45944;26467;
1862000;"Powiat m.Przemyśl";59779;34828;
1862011;"Przemyśl (1)";59779;34828;
1863000;"Powiat m.Rzeszów";196638;116935;
1863011;"Rzeszów (1)";196638;116935;
1864000;"Powiat m.Tarnobrzeg";46360;27576;
1864011;"Tarnobrzeg (1)";46360;27576;
2000000;"PODLASKIE";1173286;710612;
2001000;"Powiat augustowski";57651;35380;
2001011;"Augustów (1)";29946;18148;
2001022;"Augustów (2)";6742;4261;
2001032;"Bargłów Kościelny (2)";5455;3343;
2001043;"Lipsk (3)";4980;3124;
2001044;"Lipsk - miasto (4)";2250;1437;
2001045;"Lipsk - obszar wiejski (5)";2730;1687;
2001052;"Nowinka (2)";2942;1778;
2001062;"Płaska (2)";2590;1599;
2001072;"Sztabin (2)";4996;3127;
2002000;"Powiat białostocki";150845;92462;
2002013;"Choroszcz (3)";15781;9821;
2002014;"Choroszcz - miasto (4)";5926;3615;
2002015;"Choroszcz - obszar wiejski (5)";9855;6206;
2002023;"Czarna Białostocka (3)";11211;6892;
2002024;"Czarna Białostocka - miasto (4)";9198;5666;
2002025;"Czarna Białostocka - obszar wiejski (5)";2013;1226;
2002032;"Dobrzyniewo Duże (2)";9619;5962;
2002042;"Gródek (2)";5093;2880;
2002052;"Juchnowiec Kościelny (2)";16932;10625;
2002063;"Łapy (3)";21653;13002;
2002064;"Łapy - miasto (4)";15412;9167;
2002065;"Łapy - obszar wiejski (5)";6241;3835;
2002073;"Michałowo (3)";6446;3731;
2002074;"Michałowo - miasto (4)";2983;1795;
2002075;"Michałowo - obszar wiejski (5)";3463;1936;
2002082;"Poświętne (2)";3340;2033;
2002093;"Supraśl (3)";16003;9921;
2002094;"Supraśl - miasto (4)";4582;2708;
2002095;"Supraśl - obszar wiejski (5)";11421;7213;
2002103;"Suraż (3)";1937;1171;
2002104;"Suraż - miasto (4)";983;603;
2002105;"Suraż - obszar wiejski (5)";954;568;
2002112;"Turośń Kościelna (2)";6524;4059;
2002123;"Tykocin (3)";6167;3748;
2002124;"Tykocin - miasto (4)";1966;1197;
2002125;"Tykocin - obszar wiejski (5)";4201;2551;
2002133;"Wasilków (3)";18067;11091;
2002134;"Wasilków - miasto (4)";11802;7255;
2002135;"Wasilków - obszar wiejski (5)";6265;3836;
2002143;"Zabłudów (3)";9386;5783;
2002144;"Zabłudów - miasto (4)";2490;1596;
2002145;"Zabłudów - obszar wiejski (5)";6896;4187;
2002152;"Zawady (2)";2686;1743;
2003000;"Powiat bielski";53695;31242;
2003011;"Bielsk Podlaski (1)";25044;14991;
2003021;"Brańsk (1)";3694;2235;
2003032;"Bielsk Podlaski (2)";6501;3483;
2003042;"Boćki (2)";4099;2380;
2003052;"Brańsk (2)";5566;3345;
2003062;"Orla (2)";2638;1242;
2003072;"Rudka (2)";1851;1075;
2003082;"Wyszki (2)";4302;2491;
2004000;"Powiat grajewski";46792;29004;
2004011;"Grajewo (1)";21709;13389;
2004022;"Grajewo (2)";5772;3642;
2004032;"Radziłów (2)";4646;2900;
2004043;"Rajgród (3)";5115;3217;
2004044;"Rajgród - miasto (4)";1539;956;
2004045;"Rajgród - obszar wiejski (5)";3576;2261;
2004053;"Szczuczyn (3)";5994;3641;
2004054;"Szczuczyn - miasto (4)";3341;2109;
2004055;"Szczuczyn - obszar wiejski (5)";2653;1532;
2004062;"Wąsosz (2)";3556;2215;
2005000;"Powiat hajnowski";41991;23743;
2005011;"Hajnówka (1)";20265;11668;
2005022;"Białowieża (2)";2130;1174;
2005032;"Czeremcha (2)";3064;1767;
2005042;"Czyże (2)";1927;972;
2005052;"Dubicze Cerkiewne (2)";1433;743;
2005062;"Hajnówka (2)";3817;2225;
2005073;"Kleszczele (3)";2408;1309;
2005074;"Kleszczele - miasto (4)";1216;720;
2005075;"Kleszczele - obszar wiejski (5)";1192;589;
2005082;"Narew (2)";3417;1886;
2005092;"Narewka (2)";3530;1999;
2006000;"Powiat kolneński";37887;24035;
2006011;"Kolno (1)";10143;6461;
2006022;"Grabowo (2)";3372;2144;
2006032;"Kolno (2)";8498;5341;
2006042;"Mały Płock (2)";4692;2989;
2006053;"Stawiski (3)";6069;3870;
2006054;"Stawiski - miasto (4)";2159;1405;
2006055;"Stawiski - obszar wiejski (5)";3910;2465;
2006062;"Turośl (2)";5113;3230;
2007000;"Powiat łomżyński";50819;31811;
2007013;"Jedwabne (3)";5234;3248;
2007014;"Jedwabne - miasto (4)";1607;1005;
2007015;"Jedwabne - obszar wiejski (5)";3627;2243;
2007022;"Łomża (2)";11254;7125;
2007032;"Miastkowo (2)";4216;2641;
2007043;"Nowogród (3)";3995;2521;
2007044;"Nowogród - miasto (4)";2150;1374;
2007045;"Nowogród - obszar wiejski (5)";1845;1147;
2007052;"Piątnica (2)";10666;6677;
2007062;"Przytuły (2)";2059;1312;
2007072;"Śniadowo (2)";5280;3189;
2007082;"Wizna (2)";3946;2442;
2007092;"Zbójna (2)";4169;2656;
2008000;"Powiat moniecki";40070;24959;
2008013;"Goniądz (3)";4897;2950;
2008014;"Goniądz - miasto (4)";1819;1079;
2008015;"Goniądz - obszar wiejski (5)";3078;1871;
2008022;"Jasionówka (2)";2711;1722;
2008032;"Jaświły (2)";4801;3031;
2008043;"Knyszyn (3)";4713;2951;
2008044;"Knyszyn - miasto (4)";2726;1683;
2008045;"Knyszyn - obszar wiejski (5)";1987;1268;
2008052;"Krypno (2)";3960;2535;
2008063;"Mońki (3)";14795;9157;
2008064;"Mońki - miasto (4)";9933;6113;
2008065;"Mońki - obszar wiejski (5)";4862;3044;
2008072;"Trzcianne (2)";4193;2613;
2009000;"Powiat sejneński";19689;12011;
2009011;"Sejny (1)";5159;3068;
2009022;"Giby (2)";2685;1638;
2009032;"Krasnopol (2)";3756;2300;
2009042;"Puńsk (2)";4156;2563;
2009052;"Sejny (2)";3933;2442;
2010000;"Powiat siemiatycki";43618;26486;
2010011;"Siemiatycze (1)";14210;8749;
2010023;"Drohiczyn (3)";6146;3703;
2010024;"Drohiczyn - miasto (4)";1932;1195;
2010025;"Drohiczyn - obszar wiejski (5)";4214;2508;
2010032;"Dziadkowice (2)";2688;1669;
2010042;"Grodzisk (2)";4134;2536;
2010052;"Mielnik (2)";2298;1344;
2010062;"Milejczyce (2)";1702;961;
2010072;"Nurzec-Stacja (2)";3688;2148;
2010082;"Perlejewo (2)";2726;1686;
2010092;"Siemiatycze (2)";6026;3690;
2011000;"Powiat sokólski";65883;40331;
2011013;"Dąbrowa Białostocka (3)";11169;6927;
2011014;"Dąbrowa Białostocka - miasto (4)";5402;3314;
2011015;"Dąbrowa Białostocka - obszar wiejski (5)";5767;3613;
2011022;"Janów (2)";4002;2493;
2011032;"Korycin (2)";3172;1969;
2011043;"Krynki (3)";2958;1780;
2011044;"Krynki - miasto (4)";2313;1406;
2011045;"Krynki - obszar wiejski (5)";645;374;
2011052;"Kuźnica (2)";3890;2416;
2011062;"Nowy Dwór (2)";2573;1577;
2011072;"Sidra (2)";3358;2048;
2011083;"Sokółka (3)";25184;15319;
2011084;"Sokółka - miasto (4)";17967;10815;
2011085;"Sokółka - obszar wiejski (5)";7217;4504;
2011093;"Suchowola (3)";6765;4125;
2011094;"Suchowola - miasto (4)";2137;1293;
2011095;"Suchowola - obszar wiejski (5)";4628;2832;
2011102;"Szudziałowo (2)";2812;1677;
2012000;"Powiat suwalski";35577;21894;
2012012;"Bakałarzewo (2)";3091;1888;
2012022;"Filipów (2)";4212;2564;
2012032;"Jeleniewo (2)";3156;1957;
2012042;"Przerośl (2)";2907;1780;
2012052;"Raczki (2)";5860;3564;
2012062;"Rutka-Tartak (2)";2330;1416;
2012072;"Suwałki (2)";7826;4938;
2012082;"Szypliszki (2)";3884;2419;
2012092;"Wiżajny (2)";2311;1368;
2013000;"Powiat wysokomazowiecki";56408;33770;
2013011;"Wysokie Mazowieckie (1)";9336;5541;
2013023;"Ciechanowiec (3)";8494;5241;
2013024;"Ciechanowiec - miasto (4)";4587;2802;
2013025;"Ciechanowiec - obszar wiejski (5)";3907;2439;
2013033;"Czyżew (3)";6318;3756;
2013034;"Czyżew - miasto (4)";2646;1610;
2013035;"Czyżew - obszar wiejski (5)";3672;2146;
2013042;"Klukowo (2)";4255;2496;
2013052;"Kobylin-Borzymy (2)";3148;1919;
2013062;"Kulesze Kościelne (2)";3057;1797;
2013072;"Nowe Piekuty (2)";3816;2288;
2013082;"Sokoły (2)";5679;3388;
2013093;"Szepietowo (3)";6840;4044;
2013094;"Szepietowo - miasto (4)";2157;1308;
2013095;"Szepietowo - obszar wiejski (5)";4683;2736;
2013102;"Wysokie Mazowieckie (2)";5465;3300;
2014000;"Powiat zambrowski";43191;26379;
2014011;"Zambrów (1)";21921;13329;
2014022;"Kołaki Kościelne (2)";2300;1396;
2014032;"Rutki (2)";5427;3354;
2014042;"Szumowo (2)";4759;2925;
2014052;"Zambrów (2)";8784;5375;
2061000;"Powiat m.Białystok";296958;176815;
2061011;"Białystok (1)";296958;176815;
2062000;"Powiat m.Łomża";62573;37488;
2062011;"Łomża (1)";62573;37488;
2063000;"Powiat m.Suwałki";69639;42802;
2063011;"Suwałki (1)";69639;42802;
2200000;"POMORSKIE";2346671;1391262;
2201000;"Powiat bytowski";79114;48190;
2201012;"Borzytuchom (2)";3399;2135;
2201023;"Bytów (3)";25372;15285;
2201024;"Bytów - miasto (4)";16833;9871;
2201025;"Bytów - obszar wiejski (5)";8539;5414;
2201032;"Czarna Dąbrówka (2)";5946;3575;
2201042;"Kołczygłowy (2)";4232;2670;
2201052;"Lipnica (2)";5202;3177;
2201063;"Miastko (3)";19315;11713;
2201064;"Miastko - miasto (4)";10211;5954;
2201065;"Miastko - obszar wiejski (5)";9104;5759;
2201072;"Parchowo (2)";3842;2300;
2201082;"Studzienice (2)";3788;2297;
2201092;"Trzebielino (2)";3706;2283;
2201102;"Tuchomie (2)";4312;2755;
2202000;"Powiat chojnicki";97661;58250;
2202011;"Chojnice (1)";39647;23161;
2202023;"Brusy (3)";14627;8695;
2202024;"Brusy - miasto (4)";5221;3082;
2202025;"Brusy - obszar wiejski (5)";9406;5613;
2202032;"Chojnice (2)";19498;11945;
2202043;"Czersk (3)";21604;13036;
2202044;"Czersk - miasto (4)";9900;5954;
2202045;"Czersk - obszar wiejski (5)";11704;7082;
2202052;"Konarzyny (2)";2285;1413;
2203000;"Powiat człuchowski";55835;33647;
2203011;"Człuchów (1)";13479;7692;
2203023;"Czarne (3)";8949;5436;
2203024;"Czarne - miasto (4)";5830;3522;
2203025;"Czarne - obszar wiejski (5)";3119;1914;
2203032;"Człuchów (2)";11215;7084;
2203043;"Debrzno (3)";8959;5339;
2203044;"Debrzno - miasto (4)";5020;2896;
2203045;"Debrzno - obszar wiejski (5)";3939;2443;
2203052;"Koczała (2)";3327;1984;
2203062;"Przechlewo (2)";6273;3813;
2203072;"Rzeczenica (2)";3633;2299;
2204000;"Powiat gdański";120327;73665;
2204011;"Pruszcz Gdański (1)";31578;18607;
2204022;"Cedry Wielkie (2)";6986;4436;
2204032;"Kolbudy (2)";18165;11280;
2204042;"Pruszcz Gdański (2)";32184;19777;
2204052;"Przywidz (2)";5997;3649;
2204062;"Pszczółki (2)";9927;6140;
2204072;"Suchy Dąb (2)";4248;2711;
2204082;"Trąbki Wielkie (2)";11242;7065;
2205000;"Powiat kartuski";141892;84106;
2205012;"Chmielno (2)";7872;4605;
2205023;"Kartuzy (3)";34037;19817;
2205024;"Kartuzy - miasto (4)";14276;7899;
2205025;"Kartuzy - obszar wiejski (5)";19761;11918;
2205032;"Przodkowo (2)";9932;5979;
2205042;"Sierakowice (2)";20361;11754;
2205052;"Somonino (2)";10945;6729;
2205062;"Stężyca (2)";10765;6246;
2205072;"Sulęczyno (2)";5616;3274;
2205083;"Żukowo (3)";42364;25702;
2205084;"Żukowo - miasto (4)";6728;4066;
2205085;"Żukowo - obszar wiejski (5)";35636;21636;
2206000;"Powiat kościerski";72923;43614;
2206011;"Kościerzyna (1)";23778;13799;
2206022;"Dziemiany (2)";4425;2689;
2206032;"Karsin (2)";6260;3738;
2206042;"Kościerzyna (2)";16196;9979;
2206052;"Liniewo (2)";4609;2744;
2206062;"Lipusz (2)";3772;2327;
2206072;"Nowa Karczma (2)";7057;4257;
2206082;"Stara Kiszewa (2)";6826;4081;
2207000;"Powiat kwidzyński";82963;50566;
2207011;"Kwidzyn (1)";38329;22547;
2207022;"Gardeja (2)";8387;5138;
2207032;"Kwidzyn (2)";11435;7366;
2207043;"Prabuty (3)";12998;8036;
2207044;"Prabuty - miasto (4)";8625;5235;
2207045;"Prabuty - obszar wiejski (5)";4373;2801;
2207052;"Ryjewo (2)";5812;3648;
2207062;"Sadlinki (2)";6002;3831;
2208000;"Powiat lęborski";66083;39655;
2208011;"Lębork (1)";35101;20727;
2208021;"Łeba (1)";3541;2079;
2208032;"Cewice (2)";7621;4544;
2208042;"Nowa Wieś Lęborska (2)";13786;8533;
2208052;"Wicko (2)";6034;3772;
2209000;"Powiat malborski";63204;37985;
2209011;"Malbork (1)";38101;22304;
2209032;"Lichnowy (2)";4618;2923;
2209042;"Malbork (2)";4858;3094;
2209062;"Miłoradz (2)";3341;2123;
2209073;"Nowy Staw (3)";7580;4600;
2209074;"Nowy Staw - miasto (4)";4226;2498;
2209075;"Nowy Staw - obszar wiejski (5)";3354;2102;
2209082;"Stare Pole (2)";4706;2941;
2210000;"Powiat nowodworski";35438;21800;
2210011;"Krynica Morska (1)";1290;802;
2210023;"Nowy Dwór Gdański (3)";17607;10857;
2210024;"Nowy Dwór Gdański - miasto (4)";9862;5942;
2210025;"Nowy Dwór Gdański - obszar wiejski (5)";7745;4915;
2210032;"Ostaszewo (2)";3206;1982;
2210042;"Stegna (2)";9713;5930;
2210052;"Sztutowo (2)";3622;2229;
2211000;"Powiat pucki";87568;53494;
2211011;"Hel (1)";3212;1985;
2211023;"Jastarnia (3)";3626;2200;
2211024;"Jastarnia - miasto (4)";2679;1608;
2211025;"Jastarnia - obszar wiejski (5)";947;592;
2211031;"Puck (1)";11139;6328;
2211043;"Władysławowo (3)";15293;9291;
2211044;"Władysławowo - miasto (4)";9830;5984;
2211045;"Władysławowo - obszar wiejski (5)";5463;3307;
2211052;"Kosakowo (2)";16419;10305;
2211062;"Krokowa (2)";10810;6639;
2211072;"Puck (2)";27069;16746;
2212000;"Powiat słupski";98832;60610;
2212011;"Ustka (1)";15199;8492;
2212022;"Damnica (2)";6080;3788;
2212032;"Dębnica Kaszubska (2)";9495;5949;
2212042;"Główczyce (2)";8880;5489;
2212053;"Kępice (3)";8941;5534;
2212054;"Kępice - miasto (4)";3558;2115;
2212055;"Kępice - obszar wiejski (5)";5383;3419;
2212062;"Kobylnica (2)";13211;8208;
2212072;"Potęgowo (2)";6821;4223;
2212082;"Słupsk (2)";18528;11627;
2212092;"Smołdzino (2)";3382;2113;
2212102;"Ustka (2)";8295;5187;
2213000;"Powiat starogardzki";128210;77865;
2213013;"Czarna Woda (3)";3131;1891;
2213014;"Czarna Woda - miasto (4)";2763;1653;
2213015;"Czarna Woda - obszar wiejski (5)";368;238;
2213021;"Skórcz (1)";3603;2193;
2213031;"Starogard Gdański (1)";47272;27633;
2213042;"Bobowo (2)";3199;1991;
2213052;"Kaliska (2)";5436;3381;
2213062;"Lubichowo (2)";6717;4076;
2213072;"Osieczna (2)";2887;1804;
2213082;"Osiek (2)";2373;1420;
2213093;"Skarszewy (3)";14958;9140;
2213094;"Skarszewy - miasto (4)";7015;4339;
2213095;"Skarszewy - obszar wiejski (5)";7943;4801;
2213102;"Skórcz (2)";4639;2861;
2213112;"Smętowo Graniczne (2)";5171;3167;
2213122;"Starogard Gdański (2)";16865;10846;
2213132;"Zblewo (2)";11959;7462;
2214000;"Powiat tczewski";115220;69403;
2214011;"Tczew (1)";59430;34835;
2214023;"Gniew (3)";15286;9287;
2214024;"Gniew - miasto (4)";6608;3795;
2214025;"Gniew - obszar wiejski (5)";8678;5492;
2214032;"Morzeszczyn (2)";3649;2242;
2214043;"Pelplin (3)";16021;9861;
2214044;"Pelplin - miasto (4)";7597;4571;
2214045;"Pelplin - obszar wiejski (5)";8424;5290;
2214052;"Subkowy (2)";5499;3470;
2214062;"Tczew (2)";15335;9708;
2215000;"Powiat wejherowski";219457;132014;
2215011;"Reda (1)";26707;16349;
2215021;"Rumia (1)";49536;29297;
2215031;"Wejherowo (1)";49099;28758;
2215042;"Choczewo (2)";5446;3384;
2215052;"Gniewino (2)";7456;4633;
2215062;"Linia (2)";6459;3938;
2215072;"Luzino (2)";16855;10396;
2215082;"Łęczyce (2)";12102;7307;
2215092;"Szemud (2)";18620;11266;
2215102;"Wejherowo (2)";27177;16686;
2216000;"Powiat sztumski";41104;25287;
2216013;"Dzierzgoń (3)";9210;5736;
2216014;"Dzierzgoń - miasto (4)";5320;3284;
2216015;"Dzierzgoń - obszar wiejski (5)";3890;2452;
2216022;"Mikołajki Pomorskie (2)";3613;2216;
2216032;"Stary Dzierzgoń (2)";3895;2394;
2216042;"Stary Targ (2)";6204;3912;
2216053;"Sztum (3)";18182;11029;
2216054;"Sztum - miasto (4)";9798;5804;
2216055;"Sztum - obszar wiejski (5)";8384;5225;
2261000;"Powiat m.Gdańsk";470805;270425;
2261011;"Gdańsk (1)";470805;270425;
2262000;"Powiat m.Gdynia";244969;139885;
2262011;"Gdynia (1)";244969;139885;
2263000;"Powiat m.Słupsk";89780;51545;
2263011;"Słupsk (1)";89780;51545;
2264000;"Powiat m.Sopot";35286;19256;
2264011;"Sopot (1)";35286;19256;
2400000;"ŚLĄSKIE";4492330;2653110;
2401000;"Powiat będziński";147259;85369;
2401011;"Będzin (1)";56008;32363;
2401021;"Czeladź (1)";31039;17635;
2401031;"Wojkowice (1)";8877;5293;
2401042;"Bobrowniki (2)";12122;7038;
2401052;"Mierzęcice (2)";7623;4574;
2401062;"Psary (2)";12268;7169;
2401073;"Siewierz (3)";12387;7257;
2401074;"Siewierz - miasto (4)";5544;3200;
2401075;"Siewierz - obszar wiejski (5)";6843;4057;
2401081;"Sławków (1)";6935;4040;
2402000;"Powiat bielski";166348;99556;
2402011;"Szczyrk (1)";5710;3451;
2402022;"Bestwina (2)";11950;7198;
2402032;"Buczkowice (2)";11226;6759;
2402043;"Czechowice-Dziedzice (3)";45490;26872;
2402044;"Czechowice-Dziedzice - miasto (4)";35839;21025;
2402045;"Czechowice-Dziedzice - obszar wiejski (5)";9651;5847;
2402052;"Jasienica (2)";24681;14739;
2402062;"Jaworze (2)";7443;4390;
2402072;"Kozy (2)";13091;7764;
2402082;"Porąbka (2)";15581;9497;
2402093;"Wilamowice (3)";17794;10846;
2402094;"Wilamowice - miasto (4)";3142;1869;
2402095;"Wilamowice - obszar wiejski (5)";14652;8977;
2402102;"Wilkowice (2)";13382;8040;
2403000;"Powiat cieszyński";177536;104909;
2403011;"Cieszyn (1)";33981;19338;
2403021;"Ustroń (1)";15989;8950;
2403031;"Wisła (1)";11007;6425;
2403042;"Brenna (2)";11373;6857;
2403052;"Chybie (2)";9832;5909;
2403062;"Dębowiec (2)";5845;3608;
2403072;"Goleszów (2)";13142;7919;
2403082;"Hażlach (2)";10919;6816;
2403092;"Istebna (2)";12184;7456;
2403103;"Skoczów (3)";26788;15773;
2403104;"Skoczów - miasto (4)";14116;8076;
2403105;"Skoczów - obszar wiejski (5)";12672;7697;
2403113;"Strumień (3)";13256;7965;
2403114;"Strumień - miasto (4)";3659;2183;
2403115;"Strumień - obszar wiejski (5)";9597;5782;
2403122;"Zebrzydowice (2)";13220;7893;
2404000;"Powiat częstochowski";134106;81642;
2404013;"Blachownia (3)";12831;7625;
2404014;"Blachownia - miasto (4)";9457;5517;
2404015;"Blachownia - obszar wiejski (5)";3374;2108;
2404022;"Dąbrowa Zielona (2)";3848;2297;
2404032;"Janów (2)";5958;3619;
2404042;"Kamienica Polska (2)";5514;3255;
2404052;"Kłomnice (2)";13422;8264;
2404063;"Koniecpol (3)";9283;5594;
2404064;"Koniecpol - miasto (4)";5846;3490;
2404065;"Koniecpol - obszar wiejski (5)";3437;2104;
2404072;"Konopiska (2)";10728;6558;
2404082;"Kruszyna (2)";4802;3047;
2404092;"Lelów (2)";4794;2880;
2404102;"Mstów (2)";10846;6682;
2404112;"Mykanów (2)";15164;9384;
2404122;"Olsztyn (2)";7835;4692;
2404132;"Poczesna (2)";12641;7705;
2404142;"Przyrów (2)";3737;2259;
2404152;"Rędziny (2)";9850;6046;
2404162;"Starcza (2)";2853;1735;
2405000;"Powiat gliwicki";115416;69776;
2405011;"Knurów (1)";37801;22479;
2405021;"Pyskowice (1)";18455;11134;
2405032;"Gierałtowice (2)";12252;7227;
2405042;"Pilchowice (2)";12138;7383;
2405052;"Rudziniec (2)";10682;6607;
2405063;"Sośnicowice (3)";8906;5391;
2405064;"Sośnicowice - miasto (4)";1927;1157;
2405065;"Sośnicowice - obszar wiejski (5)";6979;4234;
2405073;"Toszek (3)";9361;5785;
2405074;"Toszek - miasto (4)";3569;2178;
2405075;"Toszek - obszar wiejski (5)";5792;3607;
2405082;"Wielowieś (2)";5821;3770;
2406000;"Powiat kłobucki";84330;51560;
2406013;"Kłobuck (3)";20213;12201;
2406014;"Kłobuck - miasto (4)";12756;7466;
2406015;"Kłobuck - obszar wiejski (5)";7457;4735;
2406023;"Krzepice (3)";9010;5404;
2406024;"Krzepice - miasto (4)";4361;2573;
2406025;"Krzepice - obszar wiejski (5)";4649;2831;
2406032;"Lipie (2)";6204;3787;
2406042;"Miedźno (2)";7518;4639;
2406052;"Opatów (2)";6805;4188;
2406062;"Panki (2)";5035;3081;
2406072;"Popów (2)";5835;3601;
2406082;"Przystajń (2)";5849;3571;
2406092;"Wręczyca Wielka (2)";17861;11088;
2407000;"Powiat lubliniecki";76109;46680;
2407011;"Lubliniec (1)";23551;14087;
2407022;"Boronów (2)";3449;2123;
2407032;"Ciasna (2)";7388;4697;
2407042;"Herby (2)";6769;4054;
2407052;"Kochanowice (2)";6959;4435;
2407062;"Koszęcin (2)";11810;7162;
2407072;"Pawonków (2)";6615;4213;
2407083;"Woźniki (3)";9568;5909;
2407084;"Woźniki - miasto (4)";4298;2659;
2407085;"Woźniki - obszar wiejski (5)";5270;3250;
2408000;"Powiat mikołowski";99202;59127;
2408011;"Łaziska Górne (1)";22130;13349;
2408021;"Mikołów (1)";41003;23951;
2408031;"Orzesze (1)";21290;12791;
2408042;"Ornontowice (2)";6179;3804;
2408052;"Wyry (2)";8600;5232;
2409000;"Powiat myszkowski";70486;41721;
2409011;"Myszków (1)";31261;18493;
2409023;"Koziegłowy (3)";14348;8452;
2409024;"Koziegłowy - miasto (4)";2438;1463;
2409025;"Koziegłowy - obszar wiejski (5)";11910;6989;
2409032;"Niegowa (2)";5604;3413;
2409042;"Poraj (2)";10822;6358;
2409053;"Żarki (3)";8451;5005;
2409054;"Żarki - miasto (4)";4538;2640;
2409055;"Żarki - obszar wiejski (5)";3913;2365;
2410000;"Powiat pszczyński";111814;68718;
2410012;"Goczałkowice-Zdrój (2)";6735;4109;
2410022;"Kobiór (2)";4971;2985;
2410032;"Miedźna (2)";16660;10935;
2410042;"Pawłowice (2)";18156;11433;
2410053;"Pszczyna (3)";52823;31452;
2410054;"Pszczyna - miasto (4)";25702;14907;
2410055;"Pszczyna - obszar wiejski (5)";27121;16545;
2410062;"Suszec (2)";12469;7804;
2411000;"Powiat raciborski";107410;66368;
2411011;"Racibórz (1)";54259;32752;
2411022;"Kornowac (2)";5165;3194;
2411033;"Krzanowice (3)";5676;3606;
2411034;"Krzanowice - miasto (4)";2134;1328;
2411035;"Krzanowice - obszar wiejski (5)";3542;2278;
2411042;"Krzyżanowice (2)";11185;7045;
2411053;"Kuźnia Raciborska (3)";11641;7352;
2411054;"Kuźnia Raciborska - miasto (4)";5230;3226;
2411055;"Kuźnia Raciborska - obszar wiejski (5)";6411;4126;
2411062;"Nędza (2)";7446;4787;
2411072;"Pietrowice Wielkie (2)";6888;4377;
2411082;"Rudnik (2)";5150;3255;
2412000;"Powiat rybnicki";78166;47343;
2412013;"Czerwionka-Leszczyny (3)";41909;25352;
2412014;"Czerwionka-Leszczyny - miasto (4)";27888;16947;
2412015;"Czerwionka-Leszczyny - obszar wiejski (5)";14021;8405;
2412022;"Gaszowice (2)";9856;5866;
2412032;"Jejkowice (2)";4185;2565;
2412042;"Lyski (2)";9676;6010;
2412052;"Świerklany (2)";12540;7550;
2413000;"Powiat tarnogórski";140780;83605;
2413011;"Kalety (1)";8548;5340;
2413021;"Miasteczko Śląskie (1)";7418;4461;
2413031;"Radzionków (1)";16903;9981;
2413041;"Tarnowskie Góry (1)";61756;35758;
2413052;"Krupski Młyn (2)";3177;1911;
2413062;"Ożarowice (2)";5806;3503;
2413072;"Świerklaniec (2)";12505;7568;
2413082;"Tworóg (2)";8282;5057;
2413092;"Zbrosławice (2)";16385;10026;
2414000;"Powiat bieruńsko-lędziński";59823;36671;
2414011;"Bieruń (1)";19375;11916;
2414021;"Imielin (1)";9269;5552;
2414031;"Lędziny (1)";16731;10413;
2414042;"Bojszowy (2)";8045;4968;
2414052;"Chełm Śląski (2)";6403;3822;
2415000;"Powiat wodzisławski";156579;93744;
2415011;"Pszów (1)";13734;8434;
2415021;"Radlin (1)";17665;10599;
2415031;"Rydułtowy (1)";21385;12573;
2415041;"Wodzisław Śląski (1)";47576;28178;
2415052;"Godów (2)";13845;8329;
2415062;"Gorzyce (2)";21370;12908;
2415072;"Lubomia (2)";7903;4852;
2415082;"Marklowice (2)";5417;3233;
2415092;"Mszana (2)";7684;4638;
2416000;"Powiat zawierciański";116672;68121;
2416011;"Poręba (1)";8461;4917;
2416021;"Zawiercie (1)";48703;27952;
2416032;"Irządze (2)";2579;1549;
2416042;"Kroczyce (2)";6239;3770;
2416053;"Łazy (3)";15851;9326;
2416054;"Łazy - miasto (4)";6744;3996;
2416055;"Łazy - obszar wiejski (5)";9107;5330;
2416063;"Ogrodzieniec (3)";9018;5356;
2416064;"Ogrodzieniec - miasto (4)";4243;2526;
2416065;"Ogrodzieniec - obszar wiejski (5)";4775;2830;
2416073;"Pilica (3)";8534;5079;
2416074;"Pilica - miasto (4)";1917;1122;
2416075;"Pilica - obszar wiejski (5)";6617;3957;
2416083;"Szczekociny (3)";7538;4420;
2416084;"Szczekociny - miasto (4)";3532;2051;
2416085;"Szczekociny - obszar wiejski (5)";4006;2369;
2416092;"Włodowice (2)";5203;3108;
2416102;"Żarnowiec (2)";4546;2644;
2417000;"Powiat żywiecki";152199;92667;
2417011;"Żywiec (1)";30733;17989;
2417022;"Czernichów (2)";6663;4095;
