"Kod";"Nazwa";"wskaźnik świadczenia usług odbioru odpadów komunalnych z nieruchomości zamieszkanych;2020;[%]";"wskaźnik efektywności kosztowej ogółem usług odebranych odpadów komunalnych;2020;[zł/t]";
2203000;"Powiat człuchowski";0,0;0,00;
2203011;"Człuchów (1)";77,3;567,63;
2203023;"Czarne (3)";75,6;803,78;
2203024;"Czarne - miasto (4)";0,0;0,00;
2203025;"Czarne - obszar wiejski (5)";0,0;0,00;
2203032;"Człuchów (2)";57,0;478,40;
2203043;"Debrzno (3)";90,7;762,60;
2203044;"Debrzno - miasto (4)";0,0;0,00;
2203045;"Debrzno - obszar wiejski (5)";0,0;0,00;
2203052;"Koczała (2)";94,5;641,02;
2203062;"Przechlewo (2)";82,4;462,15;
2203072;"Rzeczenica (2)";70,9;789,20;
2204000;"Powiat gdański";0,0;0,00;
2204011;"Pruszcz Gdański (1)";70,4;571,22;
2204022;"Cedry Wielkie (2)";80,7;636,86;
2204032;"Kolbudy (2)";72,9;637,30;
2204042;"Pruszcz Gdański (2)";76,7;632,45;
2204052;"Przywidz (2)";97,6;1015,37;
2204062;"Pszczółki (2)";82,9;531,31;
2204072;"Suchy Dąb (2)";100,0;631,35;
2204082;"Trąbki Wielkie (2)";100,0;1084,16;
2205000;"Powiat kartuski";0,0;0,00;
2205012;"Chmielno (2)";100,0;778,30;
2205023;"Kartuzy (3)";94,1;907,87;
2205024;"Kartuzy - miasto (4)";0,0;0,00;
2205025;"Kartuzy - obszar wiejski (5)";0,0;0,00;
2205032;"Przodkowo (2)";98,6;957,57;
2205042;"Sierakowice (2)";100,0;712,25;
2205052;"Somonino (2)";80,2;527,04;
2205062;"Stężyca (2)";98,4;1017,46;
2205072;"Sulęczyno (2)";65,6;944,86;
2205083;"Żukowo (3)";84,5;73,97;
2205084;"Żukowo - miasto (4)";0,0;0,00;
2205085;"Żukowo - obszar wiejski (5)";0,0;0,00;
2206000;"Powiat kościerski";0,0;0,00;
2206011;"Kościerzyna (1)";84,3;780,46;
2206022;"Dziemiany (2)";87,9;698,92;
2206032;"Karsin (2)";81,3;680,10;
2206042;"Kościerzyna (2)";90,1;894,60;
2206052;"Liniewo (2)";100,0;910,93;
2206062;"Lipusz (2)";95,8;838,92;
2206072;"Nowa Karczma (2)";91,4;962,91;
2206082;"Stara Kiszewa (2)";95,8;882,54;
2207000;"Powiat kwidzyński";0,0;0,00;
2207011;"Kwidzyn (1)";71,2;537,39;
2207022;"Gardeja (2)";91,3;840,46;
2207032;"Kwidzyn (2)";84,1;591,61;
2207043;"Prabuty (3)";100,0;695,04;
2207044;"Prabuty - miasto (4)";0,0;0,00;
2207045;"Prabuty - obszar wiejski (5)";0,0;0,00;
2207052;"Ryjewo (2)";86,6;656,07;
2207062;"Sadlinki (2)";88,9;706,19;
2208000;"Powiat lęborski";0,0;0,00;
2208011;"Lębork (1)";94,0;688,83;
2208021;"Łeba (1)";69,4;577,58;
2208032;"Cewice (2)";87,2;860,01;
2208042;"Nowa Wieś Lęborska (2)";97,2;522,58;
2208052;"Wicko (2)";100,0;827,74;
2209000;"Powiat malborski";0,0;0,00;
2209011;"Malbork (1)";82,4;662,57;
2209032;"Lichnowy (2)";100,0;862,41;
2209042;"Malbork (2)";94,7;890,35;
2209062;"Miłoradz (2)";100,0;786,20;
2209073;"Nowy Staw (3)";97,8;692,72;
2209074;"Nowy Staw - miasto (4)";0,0;0,00;
2209075;"Nowy Staw - obszar wiejski (5)";0,0;0,00;
2209082;"Stare Pole (2)";99,8;1083,70;
2210000;"Powiat nowodworski";0,0;0,00;
2210011;"Krynica Morska (1)";59,0;720,62;
2210023;"Nowy Dwór Gdański (3)";81,8;773,66;
2210024;"Nowy Dwór Gdański - miasto (4)";0,0;0,00;
2210025;"Nowy Dwór Gdański - obszar wiejski (5)";0,0;0,00;
2210032;"Ostaszewo (2)";73,1;499,88;
2210042;"Stegna (2)";73,5;501,13;
2210052;"Sztutowo (2)";70,6;557,30;
2211000;"Powiat pucki";0,0;0,00;
2211011;"Hel (1)";45,2;672,31;
2211023;"Jastarnia (3)";79,7;684,94;
2211024;"Jastarnia - miasto (4)";0,0;0,00;
2211025;"Jastarnia - obszar wiejski (5)";0,0;0,00;
2211031;"Puck (1)";78,3;603,87;
2211043;"Władysławowo (3)";80,1;494,81;
2211044;"Władysławowo - miasto (4)";0,0;0,00;
2211045;"Władysławowo - obszar wiejski (5)";0,0;0,00;
2211052;"Kosakowo (2)";77,6;507,02;
2211062;"Krokowa (2)";85,6;758,06;
2211072;"Puck (2)";87,6;797,94;
2212000;"Powiat słupski";0,0;0,00;
2212011;"Ustka (1)";72,8;682,53;
2212022;"Damnica (2)";94,8;811,46;
2212032;"Dębnica Kaszubska (2)";80,4;1149,71;
2212042;"Główczyce (2)";86,2;980,07;
2212053;"Kępice (3)";92,9;608,77;
2212054;"Kępice - miasto (4)";0,0;0,00;
2212055;"Kępice - obszar wiejski (5)";0,0;0,00;
2212062;"Kobylnica (2)";64,3;439,30;
2212072;"Potęgowo (2)";93,3;776,72;
2212082;"Słupsk (2)";77,7;415,01;
2212092;"Smołdzino (2)";78,4;736,63;
2212102;"Ustka (2)";68,0;746,70;
2213000;"Powiat starogardzki";0,0;0,00;
2213013;"Czarna Woda (3)";93,3;769,50;
2213014;"Czarna Woda - miasto (4)";0,0;0,00;
2213015;"Czarna Woda - obszar wiejski (5)";0,0;0,00;
2213021;"Skórcz (1)";89,9;744,56;
2213031;"Starogard Gdański (1)";84,5;734,26;
2213042;"Bobowo (2)";96,9;949,02;
2213052;"Kaliska (2)";95,0;859,52;
2213062;"Lubichowo (2)";90,3;951,38;
2213072;"Osieczna (2)";93,2;818,15;
2213082;"Osiek (2)";92,7;818,48;
2213093;"Skarszewy (3)";91,9;579,53;
2213094;"Skarszewy - miasto (4)";0,0;0,00;
2213095;"Skarszewy - obszar wiejski (5)";0,0;0,00;
2213102;"Skórcz (2)";98,5;983,36;
2213112;"Smętowo Graniczne (2)";98,0;816,09;
2213122;"Starogard Gdański (2)";91,4;1013,98;
2213132;"Zblewo (2)";94,7;841,31;
2214000;"Powiat tczewski";0,0;0,00;
2214011;"Tczew (1)";78,7;669,84;
2214023;"Gniew (3)";82,7;603,95;
2214024;"Gniew - miasto (4)";0,0;0,00;
2214025;"Gniew - obszar wiejski (5)";0,0;0,00;
2214032;"Morzeszczyn (2)";84,3;735,04;
2214043;"Pelplin (3)";81,7;763,79;
2214044;"Pelplin - miasto (4)";0,0;0,00;
2214045;"Pelplin - obszar wiejski (5)";0,0;0,00;
2214052;"Subkowy (2)";80,5;612,49;
2214062;"Tczew (2)";92,9;802,55;
2215000;"Powiat wejherowski";0,0;0,00;
2215011;"Reda (1)";82,3;701,16;
2215021;"Rumia (1)";75,4;726,93;
2215031;"Wejherowo (1)";77,2;636,35;
2215042;"Choczewo (2)";75,9;583,67;
2215052;"Gniewino (2)";90,1;613,99;
2215062;"Linia (2)";100,0;977,02;
2215072;"Luzino (2)";85,8;844,77;
2215082;"Łęczyce (2)";90,8;726,74;
2215092;"Szemud (2)";61,0;427,27;
2215102;"Wejherowo (2)";76,1;675,71;
2216000;"Powiat sztumski";0,0;0,00;
2216013;"Dzierzgoń (3)";96,3;1162,71;
2216014;"Dzierzgoń - miasto (4)";0,0;0,00;
2216015;"Dzierzgoń - obszar wiejski (5)";0,0;0,00;
2216022;"Mikołajki Pomorskie (2)";97,5;931,61;
2216032;"Stary Dzierzgoń (2)";84,3;1182,06;
2216042;"Stary Targ (2)";92,6;943,71;
2216053;"Sztum (3)";74,4;587,30;
2216054;"Sztum - miasto (4)";0,0;0,00;
2216055;"Sztum - obszar wiejski (5)";0,0;0,00;
2261000;"Powiat m.Gdańsk";64,8;920,94;
2261011;"Gdańsk (1)";64,8;920,94;
2262000;"Powiat m.Gdynia";71,9;787,11;
2262011;"Gdynia (1)";71,9;787,11;
2263000;"Powiat m.Słupsk";68,0;408,11;
2263011;"Słupsk (1)";68,0;408,11;
2264000;"Powiat m.Sopot";78,1;926,62;
2264011;"Sopot (1)";78,1;926,62;
2400000;"ŚLĄSKIE";84,4;651,03;
2401000;"Powiat będziński";0,0;0,00;
2401011;"Będzin (1)";87,2;817,23;
2401021;"Czeladź (1)";79,2;597,70;
2401031;"Wojkowice (1)";83,3;460,54;
2401042;"Bobrowniki (2)";84,1;680,78;
2401052;"Mierzęcice (2)";81,8;815,90;
2401062;"Psary (2)";68,3;455,73;
2401073;"Siewierz (3)";82,5;665,03;
2401074;"Siewierz - miasto (4)";0,0;0,00;
2401075;"Siewierz - obszar wiejski (5)";0,0;0,00;
2401081;"Sławków (1)";90,7;741,92;
2402000;"Powiat bielski";0,0;0,00;
2402011;"Szczyrk (1)";72,3;627,85;
2402022;"Bestwina (2)";93,9;538,34;
2402032;"Buczkowice (2)";100,0;737,37;
2402043;"Czechowice-Dziedzice (3)";86,2;552,15;
2402044;"Czechowice-Dziedzice - miasto (4)";0,0;0,00;
2402045;"Czechowice-Dziedzice - obszar wiejski (5)";0,0;0,00;
2402052;"Jasienica (2)";98,9;759,90;
2402062;"Jaworze (2)";90,0;958,31;
2402072;"Kozy (2)";100,0;763,56;
2402082;"Porąbka (2)";69,5;709,92;
2402093;"Wilamowice (3)";84,6;660,82;
2402094;"Wilamowice - miasto (4)";0,0;0,00;
2402095;"Wilamowice - obszar wiejski (5)";0,0;0,00;
2402102;"Wilkowice (2)";78,8;827,54;
2403000;"Powiat cieszyński";0,0;0,00;
2403011;"Cieszyn (1)";65,2;705,73;
2403021;"Ustroń (1)";76,2;708,24;
2403031;"Wisła (1)";36,2;534,02;
2403042;"Brenna (2)";86,5;565,54;
2403052;"Chybie (2)";89,7;272,77;
2403062;"Dębowiec (2)";91,5;933,09;
2403072;"Goleszów (2)";74,3;710,88;
2403082;"Hażlach (2)";98,3;875,01;
2403092;"Istebna (2)";98,4;799,10;
2403103;"Skoczów (3)";98,4;1033,20;
2403104;"Skoczów - miasto (4)";0,0;0,00;
2403105;"Skoczów - obszar wiejski (5)";0,0;0,00;
2403113;"Strumień (3)";89,8;692,84;
2403114;"Strumień - miasto (4)";0,0;0,00;
2403115;"Strumień - obszar wiejski (5)";0,0;0,00;
2403122;"Zebrzydowice (2)";81,0;522,22;
2404000;"Powiat częstochowski";0,0;0,00;
2404013;"Blachownia (3)";85,9;801,12;
2404014;"Blachownia - miasto (4)";0,0;0,00;
2404015;"Blachownia - obszar wiejski (5)";0,0;0,00;
2404022;"Dąbrowa Zielona (2)";98,3;686,14;
2404032;"Janów (2)";74,8;723,25;
2404042;"Kamienica Polska (2)";83,2;823,67;
2404052;"Kłomnice (2)";68,9;649,66;
2404063;"Koniecpol (3)";84,8;820,43;
2404064;"Koniecpol - miasto (4)";0,0;0,00;
2404065;"Koniecpol - obszar wiejski (5)";0,0;0,00;
2404072;"Konopiska (2)";91,3;540,81;
2404082;"Kruszyna (2)";60,9;678,01;
2404092;"Lelów (2)";98,5;881,14;
2404102;"Mstów (2)";85,3;753,29;
2404112;"Mykanów (2)";80,4;676,16;
2404122;"Olsztyn (2)";73,8;490,59;
2404132;"Poczesna (2)";85,2;584,40;
2404142;"Przyrów (2)";88,6;721,09;
2404152;"Rędziny (2)";75,9;599,61;
2404162;"Starcza (2)";81,9;736,01;
2405000;"Powiat gliwicki";0,0;0,00;
2405011;"Knurów (1)";100,0;642,13;
2405021;"Pyskowice (1)";81,4;806,78;
2405032;"Gierałtowice (2)";87,6;525,65;
2405042;"Pilchowice (2)";100,0;415,86;
2405052;"Rudziniec (2)";87,8;386,85;
2405063;"Sośnicowice (3)";86,6;697,85;
2405064;"Sośnicowice - miasto (4)";0,0;0,00;
2405065;"Sośnicowice - obszar wiejski (5)";0,0;0,00;
2405073;"Toszek (3)";91,0;761,62;
2405074;"Toszek - miasto (4)";0,0;0,00;
2405075;"Toszek - obszar wiejski (5)";0,0;0,00;
2405082;"Wielowieś (2)";98,1;510,41;
2406000;"Powiat kłobucki";0,0;0,00;
2406013;"Kłobuck (3)";83,3;704,12;
2406014;"Kłobuck - miasto (4)";0,0;0,00;
2406015;"Kłobuck - obszar wiejski (5)";0,0;0,00;
2406023;"Krzepice (3)";87,0;719,76;
2406024;"Krzepice - miasto (4)";0,0;0,00;
2406025;"Krzepice - obszar wiejski (5)";0,0;0,00;
2406032;"Lipie (2)";80,4;647,16;
2406042;"Miedźno (2)";78,6;808,91;
2406052;"Opatów (2)";81,8;981,72;
2406062;"Panki (2)";85,5;594,87;
2406072;"Popów (2)";65,7;692,40;
2406082;"Przystajń (2)";94,0;722,37;
2406092;"Wręczyca Wielka (2)";91,9;815,66;
2407000;"Powiat lubliniecki";0,0;0,00;
2407011;"Lubliniec (1)";72,4;634,23;
2407022;"Boronów (2)";94,8;532,44;
2407032;"Ciasna (2)";92,0;664,27;
2407042;"Herby (2)";82,0;720,49;
2407052;"Kochanowice (2)";89,7;662,34;
2407062;"Koszęcin (2)";82,9;703,45;
2407072;"Pawonków (2)";88,5;1143,25;
2407083;"Woźniki (3)";79,3;721,98;
2407084;"Woźniki - miasto (4)";0,0;0,00;
2407085;"Woźniki - obszar wiejski (5)";0,0;0,00;
2408000;"Powiat mikołowski";0,0;0,00;
2408011;"Łaziska Górne (1)";83,3;587,61;
2408021;"Mikołów (1)";58,5;623,07;
2408031;"Orzesze (1)";78,6;746,04;
2408042;"Ornontowice (2)";73,8;802,88;
2408052;"Wyry (2)";99,5;678,78;
2409000;"Powiat myszkowski";0,0;0,00;
2409011;"Myszków (1)";84,6;880,61;
2409023;"Koziegłowy (3)";74,4;641,23;
2409024;"Koziegłowy - miasto (4)";0,0;0,00;
2409025;"Koziegłowy - obszar wiejski (5)";0,0;0,00;
2409032;"Niegowa (2)";88,5;946,68;
2409042;"Poraj (2)";91,3;785,73;
2409053;"Żarki (3)";80,4;805,07;
2409054;"Żarki - miasto (4)";0,0;0,00;
2409055;"Żarki - obszar wiejski (5)";0,0;0,00;
2410000;"Powiat pszczyński";0,0;0,00;
2410012;"Goczałkowice-Zdrój (2)";64,6;601,48;
2410022;"Kobiór (2)";93,4;628,62;
2410032;"Miedźna (2)";85,1;719,64;
2410042;"Pawłowice (2)";80,9;470,59;
2410053;"Pszczyna (3)";71,7;528,69;
2410054;"Pszczyna - miasto (4)";0,0;0,00;
2410055;"Pszczyna - obszar wiejski (5)";0,0;0,00;
2410062;"Suszec (2)";85,7;421,91;
2411000;"Powiat raciborski";0,0;0,00;
2411011;"Racibórz (1)";73,3;544,03;
2411022;"Kornowac (2)";93,9;612,42;
2411033;"Krzanowice (3)";100,0;545,62;
2411034;"Krzanowice - miasto (4)";0,0;0,00;
2411035;"Krzanowice - obszar wiejski (5)";0,0;0,00;
2411042;"Krzyżanowice (2)";77,2;613,26;
2411053;"Kuźnia Raciborska (3)";87,3;514,00;
2411054;"Kuźnia Raciborska - miasto (4)";0,0;0,00;
2411055;"Kuźnia Raciborska - obszar wiejski (5)";0,0;0,00;
2411062;"Nędza (2)";100,0;547,90;
2411072;"Pietrowice Wielkie (2)";53,9;416,40;
2411082;"Rudnik (2)";97,1;600,61;
2412000;"Powiat rybnicki";0,0;0,00;
2412013;"Czerwionka-Leszczyny (3)";98,8;666,55;
2412014;"Czerwionka-Leszczyny - miasto (4)";0,0;0,00;
2412015;"Czerwionka-Leszczyny - obszar wiejski (5)";0,0;0,00;
2412022;"Gaszowice (2)";100,0;465,00;
2412032;"Jejkowice (2)";100,0;484,30;
2412042;"Lyski (2)";95,1;496,85;
2412052;"Świerklany (2)";98,3;432,29;
2413000;"Powiat tarnogórski";0,0;0,00;
2413011;"Kalety (1)";85,5;654,64;
2413021;"Miasteczko Śląskie (1)";80,5;653,85;
2413031;"Radzionków (1)";88,7;537,05;
2413041;"Tarnowskie Góry (1)";87,6;401,27;
2413052;"Krupski Młyn (2)";58,7;647,44;
2413062;"Ożarowice (2)";91,0;694,79;
2413072;"Świerklaniec (2)";87,1;467,29;
2413082;"Tworóg (2)";89,1;797,69;
2413092;"Zbrosławice (2)";74,9;431,24;
2414000;"Powiat bieruńsko-lędziński";0,0;0,00;
2414011;"Bieruń (1)";92,7;696,75;
2414021;"Imielin (1)";98,1;574,76;
2414031;"Lędziny (1)";87,5;549,32;
2414042;"Bojszowy (2)";100,0;598,80;
2414052;"Chełm Śląski (2)";98,9;559,00;
2415000;"Powiat wodzisławski";0,0;0,00;
2415011;"Pszów (1)";90,0;625,09;
2415021;"Radlin (1)";87,3;719,16;
2415031;"Rydułtowy (1)";95,7;537,83;
2415041;"Wodzisław Śląski (1)";95,7;640,39;
2415052;"Godów (2)";84,3;473,78;
2415062;"Gorzyce (2)";87,1;745,86;
2415072;"Lubomia (2)";86,6;576,92;
2415082;"Marklowice (2)";92,5;682,49;
2415092;"Mszana (2)";91,4;894,97;
2416000;"Powiat zawierciański";0,0;0,00;
2416011;"Poręba (1)";90,3;763,07;
2416021;"Zawiercie (1)";80,5;555,64;
2416032;"Irządze (2)";98,7;938,05;
2416042;"Kroczyce (2)";84,0;886,04;
2416053;"Łazy (3)";90,5;612,24;
2416054;"Łazy - miasto (4)";0,0;0,00;
2416055;"Łazy - obszar wiejski (5)";0,0;0,00;
2416063;"Ogrodzieniec (3)";93,7;654,86;
2416064;"Ogrodzieniec - miasto (4)";0,0;0,00;
2416065;"Ogrodzieniec - obszar wiejski (5)";0,0;0,00;
2416073;"Pilica (3)";82,8;903,52;
2416074;"Pilica - miasto (4)";0,0;0,00;
2416075;"Pilica - obszar wiejski (5)";0,0;0,00;
2416083;"Szczekociny (3)";88,1;430,55;
2416084;"Szczekociny - miasto (4)";0,0;0,00;
2416085;"Szczekociny - obszar wiejski (5)";0,0;0,00;
2416092;"Włodowice (2)";95,0;866,24;
2416102;"Żarnowiec (2)";99,2;951,56;
2417000;"Powiat żywiecki";0,0;0,00;
2417011;"Żywiec (1)";70,2;939,07;
2417022;"Czernichów (2)";88,7;1059,96;
2417032;"Gilowice (2)";94,5;912,04;
2417042;"Jeleśnia (2)";73,0;888,40;
2417052;"Koszarawa (2)";98,7;518,43;
2417062;"Lipowa (2)";100,0;872,22;
2417072;"Łękawica (2)";89,6;1071,01;
2417082;"Łodygowice (2)";76,2;637,53;
2417092;"Milówka (2)";77,7;892,43;
2417102;"Radziechowy-Wieprz (2)";98,5;923,11;
2417112;"Rajcza (2)";75,7;904,64;
2417122;"Ślemień (2)";93,0;817,95;
2417132;"Świnna (2)";100,0;905,28;
2417142;"Ujsoły (2)";92,6;854,04;
2417152;"Węgierska Górka (2)";77,1;844,14;
2461000;"Powiat m.Bielsko-Biała";27,6;840,92;
2461011;"Bielsko-Biała (1)";27,6;840,92;
2462000;"Powiat m.Bytom";87,3;627,84;
2462011;"Bytom (1)";87,3;627,84;
2463000;"Powiat m.Chorzów";82,6;744,39;
2463011;"Chorzów (1)";82,6;744,39;
2464000;"Powiat m.Częstochowa";100,0;520,24;
2464011;"Częstochowa (1)";100,0;520,24;
2465000;"Powiat m.Dąbrowa Górnicza";89,1;873,52;
2465011;"Dąbrowa Górnicza (1)";89,1;873,52;
2466000;"Powiat m.Gliwice";76,1;582,39;
2466011;"Gliwice (1)";76,1;582,39;
2467000;"Powiat m.Jastrzębie-Zdrój";98,3;506,89;
2467011;"Jastrzębie-Zdrój (1)";98,3;506,89;
2468000;"Powiat m.Jaworzno";91,2;541,80;
2468011;"Jaworzno (1)";91,2;541,80;
2469000;"Powiat m.Katowice";74,3;489,90;
2469011;"Katowice (1)";74,3;489,90;
2470000;"Powiat m.Mysłowice";49,8;781,44;
2470011;"Mysłowice (1)";49,8;781,44;
2471000;"Powiat m.Piekary Śląskie";79,1;782,21;
2471011;"Piekary Śląskie (1)";79,1;782,21;
2472000;"Powiat m.Ruda Śląska";87,9;843,82;
2472011;"Ruda Śląska (1)";87,9;843,82;
2473000;"Powiat m.Rybnik";95,0;606,00;
2473011;"Rybnik (1)";95,0;606,00;
2474000;"Powiat m.Siemianowice Śląskie";81,0;756,08;
2474011;"Siemianowice Śląskie (1)";81,0;756,08;
2475000;"Powiat m.Sosnowiec";86,4;677,74;
2475011;"Sosnowiec (1)";86,4;677,74;
2476000;"Powiat m.Świętochłowice";78,3;838,97;
2476011;"Świętochłowice (1)";78,3;838,97;
2477000;"Powiat m.Tychy";91,8;584,09;
2477011;"Tychy (1)";91,8;584,09;
2478000;"Powiat m.Zabrze";90,9;980,39;
2478011;"Zabrze (1)";90,9;980,39;
2479000;"Powiat m.Żory";90,9;363,14;
2479011;"Żory (1)";90,9;363,14;
2600000;"ŚWIĘTOKRZYSKIE";85,6;602,36;
2601000;"Powiat buski";0,0;0,00;
2601013;"Busko-Zdrój (3)";64,7;1127,79;
2601014;"Busko-Zdrój - miasto (4)";0,0;0,00;
2601015;"Busko-Zdrój - obszar wiejski (5)";0,0;0,00;
2601022;"Gnojno (2)";80,7;883,76;
2601033;"Nowy Korczyn (3)";95,5;581,74;
2601034;"Nowy Korczyn - miasto (4)";0,0;0,00;
2601035;"Nowy Korczyn - obszar wiejski (5)";0,0;0,00;
2601043;"Pacanów (3)";96,1;702,06;
2601044;"Pacanów - miasto (4)";0,0;0,00;
2601045;"Pacanów - obszar wiejski (5)";0,0;0,00;
2601052;"Solec-Zdrój (2)";94,1;486,92;
2601063;"Stopnica (3)";97,7;551,65;
2601064;"Stopnica - miasto (4)";0,0;0,00;
2601065;"Stopnica - obszar wiejski (5)";0,0;0,00;
2601072;"Tuczępy (2)";91,5;500,95;
2601083;"Wiślica (3)";81,1;592,54;
2601084;"Wiślica - miasto (4)";0,0;0,00;
2601085;"Wiślica - obszar wiejski (5)";0,0;0,00;
2602000;"Powiat jędrzejowski";0,0;0,00;
2602012;"Imielno (2)";93,1;1285,35;
2602023;"Jędrzejów (3)";87,1;597,62;
2602024;"Jędrzejów - miasto (4)";0,0;0,00;
2602025;"Jędrzejów - obszar wiejski (5)";0,0;0,00;
2602033;"Małogoszcz (3)";86,3;444,39;
2602034;"Małogoszcz - miasto (4)";0,0;0,00;
2602035;"Małogoszcz - obszar wiejski (5)";0,0;0,00;
2602042;"Nagłowice (2)";77,7;1417,15;
2602052;"Oksa (2)";97,3;1266,97;
2602063;"Sędziszów (3)";95,7;613,43;
2602064;"Sędziszów - miasto (4)";0,0;0,00;
2602065;"Sędziszów - obszar wiejski (5)";0,0;0,00;
2602072;"Słupia (2)";90,3;666,42;
2602082;"Sobków (2)";84,0;768,14;
2602092;"Wodzisław (2)";79,6;1627,37;
2603000;"Powiat kazimierski";0,0;0,00;
2603012;"Bejsce (2)";100,0;996,28;
2603022;"Czarnocin (2)";88,8;865,54;
2603033;"Kazimierza Wielka (3)";92,6;1010,71;
2603034;"Kazimierza Wielka - miasto (4)";0,0;0,00;
2603035;"Kazimierza Wielka - obszar wiejski (5)";0,0;0,00;
2603043;"Opatowiec (3)";100,0;942,31;
2603044;"Opatowiec - miasto (4)";0,0;0,00;
2603045;"Opatowiec - obszar wiejski (5)";0,0;0,00;
2603053;"Skalbmierz (3)";98,4;1123,38;
2603054;"Skalbmierz - miasto (4)";0,0;0,00;
2603055;"Skalbmierz - obszar wiejski (5)";0,0;0,00;
2604000;"Powiat kielecki";0,0;0,00;
2604012;"Bieliny (2)";92,6;986,37;
2604023;"Bodzentyn (3)";82,6;608,45;
2604024;"Bodzentyn - miasto (4)";0,0;0,00;
2604025;"Bodzentyn - obszar wiejski (5)";0,0;0,00;
2604033;"Chęciny (3)";63,9;626,47;
2604034;"Chęciny - miasto (4)";0,0;0,00;
2604035;"Chęciny - obszar wiejski (5)";0,0;0,00;
2604043;"Chmielnik (3)";80,6;824,70;
2604044;"Chmielnik - miasto (4)";0,0;0,00;
2604045;"Chmielnik - obszar wiejski (5)";0,0;0,00;
2604053;"Daleszyce (3)";78,4;527,22;
2604054;"Daleszyce - miasto (4)";0,0;0,00;
2604055;"Daleszyce - obszar wiejski (5)";0,0;0,00;
2604062;"Górno (2)";88,6;1084,42;
2604073;"Łagów (3)";84,3;398,33;
2604074;"Łagów - miasto (4)";0,0;0,00;
2604075;"Łagów - obszar wiejski (5)";0,0;0,00;
2604082;"Łopuszno (2)";60,0;1197,29;
2604092;"Masłów (2)";87,1;570,68;
2604102;"Miedziana Góra (2)";80,7;789,29;
2604112;"Mniów (2)";88,8;1115,06;
2604123;"Morawica (3)";70,2;444,03;
2604124;"Morawica - miasto (4)";0,0;0,00;
2604125;"Morawica - obszar wiejski (5)";0,0;0,00;
2604133;"Nowa Słupia (3)";84,0;734,51;
2604134;"Nowa Słupia - miasto (4)";0,0;0,00;
2604135;"Nowa Słupia - obszar wiejski (5)";0,0;0,00;
2604142;"Piekoszów (2)";71,3;797,73;
2604153;"Pierzchnica (3)";64,9;655,77;
2604154;"Pierzchnica - miasto (4)";0,0;0,00;
2604155;"Pierzchnica - obszar wiejski (5)";0,0;0,00;
2604162;"Raków (2)";100,0;793,51;
2604172;"Nowiny (2)";56,8;543,87;
2604182;"Strawczyn (2)";80,2;482,39;
2604192;"Zagnańsk (2)";78,9;584,39;
2605000;"Powiat konecki";0,0;0,00;
2605012;"Fałków (2)";77,5;953,15;
2605022;"Gowarczów (2)";94,4;635,56;
2605033;"Końskie (3)";83,6;442,58;
2605034;"Końskie - miasto (4)";0,0;0,00;
2605035;"Końskie - obszar wiejski (5)";0,0;0,00;
2605043;"Radoszyce (3)";97,5;535,46;
2605044;"Radoszyce - miasto (4)";0,0;0,00;
2605045;"Radoszyce - obszar wiejski (5)";0,0;0,00;
2605052;"Ruda Maleniecka (2)";93,9;659,16;
2605062;"Słupia Konecka (2)";95,7;837,91;
2605072;"Smyków (2)";85,9;916,54;
2605083;"Stąporków (3)";87,3;370,49;
2605084;"Stąporków - miasto (4)";0,0;0,00;
2605085;"Stąporków - obszar wiejski (5)";0,0;0,00;
2606000;"Powiat opatowski";0,0;0,00;
2606012;"Baćkowice (2)";82,0;601,51;
2606022;"Iwaniska (2)";82,0;610,81;
2606032;"Lipnik (2)";82,0;600,79;
2606043;"Opatów (3)";80,1;380,73;
2606044;"Opatów - miasto (4)";0,0;0,00;
2606045;"Opatów - obszar wiejski (5)";0,0;0,00;
2606053;"Ożarów (3)";74,8;690,93;
2606054;"Ożarów - miasto (4)";0,0;0,00;
2606055;"Ożarów - obszar wiejski (5)";0,0;0,00;
2606062;"Sadowie (2)";82,0;642,55;
2606072;"Tarłów (2)";84,7;889,81;
2606082;"Wojciechowice (2)";90,1;911,44;
2607000;"Powiat ostrowiecki";0,0;0,00;
2607011;"Ostrowiec Świętokrzyski (1)";70,1;384,37;
2607022;"Bałtów (2)";67,2;795,38;
2607032;"Bodzechów (2)";93,3;621,55;
2607043;"Ćmielów (3)";87,6;686,82;
2607044;"Ćmielów - miasto (4)";0,0;0,00;
2607045;"Ćmielów - obszar wiejski (5)";0,0;0,00;
2607053;"Kunów (3)";82,4;826,02;
2607054;"Kunów - miasto (4)";0,0;0,00;
2607055;"Kunów - obszar wiejski (5)";0,0;0,00;
2607062;"Waśniów (2)";88,7;938,87;
2608000;"Powiat pińczowski";0,0;0,00;
2608013;"Działoszyce (3)";95,1;940,27;
2608014;"Działoszyce - miasto (4)";0,0;0,00;
2608015;"Działoszyce - obszar wiejski (5)";0,0;0,00;
2608022;"Kije (2)";98,0;1362,58;
2608032;"Michałów (2)";96,7;1344,87;
2608043;"Pińczów (3)";83,7;414,18;
2608044;"Pińczów - miasto (4)";0,0;0,00;
2608045;"Pińczów - obszar wiejski (5)";0,0;0,00;
2608052;"Złota (2)";94,2;679,15;
2609000;"Powiat sandomierski";0,0;0,00;
2609011;"Sandomierz (1)";66,1;832,28;
2609022;"Dwikozy (2)";100,0;633,69;
2609033;"Klimontów (3)";82,0;619,52;
