"Kod";"Nazwa";"stadiony;ogółem;2018;[ob.]";"hale sportowe o wymiarach od 36x19 m;ogółem;2018;[ob.]";"sale gimnastyczne o wymiarach poniżej 36x19 m i sale pomocnicze;ogółem;2018;[ob.]";"korty tenisowe;ogółem;2018;[ob.]";"pływalnie kryte;ogółem;2018;[ob.]";
2413041;"Tarnowskie Góry (1)";2;1;0;5;1;
2413052;"Krupski Młyn (2)";1;1;1;2;0;
2413072;"Świerklaniec (2)";0;0;1;0;0;
2413082;"Tworóg (2)";1;0;0;0;0;
2413092;"Zbrosławice (2)";1;0;0;0;0;
2414000;"Powiat bieruńsko-lędziński";6;4;1;1;2;
2414011;"Bieruń (1)";2;2;0;1;2;
2414021;"Imielin (1)";1;2;0;0;0;
2414031;"Lędziny (1)";2;0;0;0;0;
2414042;"Bojszowy (2)";1;0;0;0;0;
2414052;"Chełm Śląski (2)";0;0;1;0;0;
2415000;"Powiat wodzisławski";7;2;11;8;5;
2415011;"Pszów (1)";2;0;0;1;0;
2415021;"Radlin (1)";0;0;3;0;2;
2415031;"Rydułtowy (1)";1;0;2;3;0;
2415041;"Wodzisław Śląski (1)";2;0;0;2;1;
2415052;"Godów (2)";0;1;6;2;0;
2415062;"Gorzyce (2)";0;0;0;0;1;
2415082;"Marklowice (2)";1;1;0;0;0;
2415092;"Mszana (2)";1;0;0;0;1;
2416000;"Powiat zawierciański";8;3;6;2;1;
2416021;"Zawiercie (1)";1;2;1;2;1;
2416042;"Kroczyce (2)";2;0;0;0;0;
2416053;"Łazy (3)";2;0;0;0;0;
2416054;"Łazy - miasto (4)";1;0;0;0;0;
2416055;"Łazy - obszar wiejski (5)";1;0;0;0;0;
2416063;"Ogrodzieniec (3)";0;1;5;0;0;
2416064;"Ogrodzieniec - miasto (4)";0;1;1;0;0;
2416065;"Ogrodzieniec - obszar wiejski (5)";0;0;4;0;0;
2416073;"Pilica (3)";1;0;0;0;0;
2416074;"Pilica - miasto (4)";1;0;0;0;0;
2416083;"Szczekociny (3)";1;0;0;0;0;
2416084;"Szczekociny - miasto (4)";1;0;0;0;0;
2416102;"Żarnowiec (2)";1;0;0;0;0;
2417000;"Powiat żywiecki";7;2;1;18;1;
2417011;"Żywiec (1)";1;0;1;11;1;
2417022;"Czernichów (2)";0;0;0;2;0;
2417062;"Lipowa (2)";2;0;0;0;0;
2417072;"Łękawica (2)";0;0;0;1;0;
2417092;"Milówka (2)";0;0;0;2;0;
2417102;"Radziechowy-Wieprz (2)";3;0;0;1;0;
2417122;"Ślemień (2)";0;1;0;0;0;
2417142;"Ujsoły (2)";0;0;0;1;0;
2417152;"Węgierska Górka (2)";1;1;0;0;0;
2461000;"Powiat m.Bielsko-Biała";5;6;2;20;2;
2461011;"Bielsko-Biała (1)";5;6;2;20;2;
2462000;"Powiat m.Bytom";2;3;3;3;1;
2462011;"Bytom (1)";2;3;3;3;1;
2463000;"Powiat m.Chorzów";4;2;4;3;2;
2463011;"Chorzów (1)";4;2;4;3;2;
2464000;"Powiat m.Częstochowa";8;8;4;4;3;
2464011;"Częstochowa (1)";8;8;4;4;3;
2465000;"Powiat m.Dąbrowa Górnicza";0;1;0;0;0;
2465011;"Dąbrowa Górnicza (1)";0;1;0;0;0;
2466000;"Powiat m.Gliwice";4;5;4;19;4;
2466011;"Gliwice (1)";4;5;4;19;4;
2467000;"Powiat m.Jastrzębie-Zdrój";1;3;3;1;1;
2467011;"Jastrzębie-Zdrój (1)";1;3;3;1;1;
2468000;"Powiat m.Jaworzno";4;5;3;4;1;
2468011;"Jaworzno (1)";4;5;3;4;1;
2469000;"Powiat m.Katowice";2;8;17;21;6;
2469011;"Katowice (1)";2;8;17;21;6;
2470000;"Powiat m.Mysłowice";3;1;4;0;0;
2470011;"Mysłowice (1)";3;1;4;0;0;
2471000;"Powiat m.Piekary Śląskie";1;1;3;6;0;
2471011;"Piekary Śląskie (1)";1;1;3;6;0;
2472000;"Powiat m.Ruda Śląska";3;1;2;9;3;
2472011;"Ruda Śląska (1)";3;1;2;9;3;
2473000;"Powiat m.Rybnik";3;1;11;8;3;
2473011;"Rybnik (1)";3;1;11;8;3;
2474000;"Powiat m.Siemianowice Śląskie";1;4;4;5;2;
2474011;"Siemianowice Śląskie (1)";1;4;4;5;2;
2475000;"Powiat m.Sosnowiec";7;3;5;7;3;
2475011;"Sosnowiec (1)";7;3;5;7;3;
2476000;"Powiat m.Świętochłowice";2;0;4;2;2;
2476011;"Świętochłowice (1)";2;0;4;2;2;
2477000;"Powiat m.Tychy";1;1;2;1;1;
2477011;"Tychy (1)";1;1;2;1;1;
2478000;"Powiat m.Zabrze";5;4;8;1;2;
2478011;"Zabrze (1)";5;4;8;1;2;
2479000;"Powiat m.Żory";2;1;0;1;0;
2479011;"Żory (1)";2;1;0;1;0;
2600000;"ŚWIĘTOKRZYSKIE";71;26;22;45;26;
2601000;"Powiat buski";4;0;1;3;2;
2601013;"Busko-Zdrój (3)";1;0;0;0;1;
2601014;"Busko-Zdrój - miasto (4)";1;0;0;0;1;
2601022;"Gnojno (2)";0;0;1;0;0;
2601032;"Nowy Korczyn (2)";1;0;0;0;0;
2601042;"Pacanów (2)";1;0;0;0;0;
2601052;"Solec-Zdrój (2)";0;0;0;1;1;
2601063;"Stopnica (3)";1;0;0;1;0;
2601064;"Stopnica - miasto (4)";1;0;0;1;0;
2601072;"Tuczępy (2)";0;0;0;1;0;
2602000;"Powiat jędrzejowski";6;1;0;3;2;
2602012;"Imielno (2)";1;0;0;0;0;
2602023;"Jędrzejów (3)";2;0;0;0;1;
2602024;"Jędrzejów - miasto (4)";1;0;0;0;1;
2602025;"Jędrzejów - obszar wiejski (5)";1;0;0;0;0;
2602033;"Małogoszcz (3)";1;0;0;0;0;
2602034;"Małogoszcz - miasto (4)";1;0;0;0;0;
2602063;"Sędziszów (3)";1;1;0;1;1;
2602064;"Sędziszów - miasto (4)";1;1;0;1;1;
2602072;"Słupia (2)";1;0;0;0;0;
2602092;"Wodzisław (2)";0;0;0;2;0;
2603000;"Powiat kazimierski";4;1;1;2;1;
2603012;"Bejsce (2)";0;0;1;0;0;
2603022;"Czarnocin (2)";1;0;0;0;0;
2603033;"Kazimierza Wielka (3)";2;1;0;1;1;
2603034;"Kazimierza Wielka - miasto (4)";1;1;0;1;1;
2603035;"Kazimierza Wielka - obszar wiejski (5)";1;0;0;0;0;
2603053;"Skalbmierz (3)";1;0;0;1;0;
2603054;"Skalbmierz - miasto (4)";1;0;0;1;0;
2604000;"Powiat kielecki";14;3;6;7;4;
2604033;"Chęciny (3)";0;1;0;1;0;
2604034;"Chęciny - miasto (4)";0;1;0;1;0;
2604043;"Chmielnik (3)";1;0;0;1;0;
2604044;"Chmielnik - miasto (4)";1;0;0;1;0;
2604053;"Daleszyce (3)";1;0;2;0;0;
2604054;"Daleszyce - miasto (4)";1;0;2;0;0;
2604062;"Górno (2)";1;0;0;0;0;
2604102;"Miedziana Góra (2)";0;0;1;0;0;
2604112;"Mniów (2)";2;0;0;0;0;
2604123;"Morawica (3)";1;1;1;2;1;
2604125;"Morawica - obszar wiejski (5)";1;1;1;2;1;
2604132;"Nowa Słupia (2)";1;0;0;0;0;
2604142;"Piekoszów (2)";1;0;0;0;0;
2604152;"Pierzchnica (2)";1;0;0;0;0;
2604172;"Nowiny (2)";2;0;0;0;1;
2604182;"Strawczyn (2)";3;0;2;2;1;
2604192;"Zagnańsk (2)";0;1;0;1;1;
2605000;"Powiat konecki";4;3;3;0;2;
2605012;"Fałków (2)";1;1;0;0;0;
2605033;"Końskie (3)";1;1;1;0;1;
2605034;"Końskie - miasto (4)";1;1;0;0;1;
2605035;"Końskie - obszar wiejski (5)";0;0;1;0;0;
2605043;"Radoszyce (3)";1;1;0;0;0;
2605044;"Radoszyce - miasto (4)";1;1;0;0;0;
2605072;"Smyków (2)";0;0;2;0;0;
2605083;"Stąporków (3)";1;0;0;0;1;
2605084;"Stąporków - miasto (4)";1;0;0;0;0;
2605085;"Stąporków - obszar wiejski (5)";0;0;0;0;1;
2606000;"Powiat opatowski";6;0;0;1;2;
2606012;"Baćkowice (2)";0;0;0;0;1;
2606022;"Iwaniska (2)";1;0;0;0;0;
2606032;"Lipnik (2)";1;0;0;0;0;
2606043;"Opatów (3)";1;0;0;0;0;
2606044;"Opatów - miasto (4)";1;0;0;0;0;
2606053;"Ożarów (3)";2;0;0;0;1;
2606054;"Ożarów - miasto (4)";2;0;0;0;1;
2606082;"Wojciechowice (2)";1;0;0;1;0;
2607000;"Powiat ostrowiecki";5;1;0;2;1;
2607011;"Ostrowiec Świętokrzyski (1)";1;1;0;1;1;
2607032;"Bodzechów (2)";1;0;0;0;0;
2607043;"Ćmielów (3)";2;0;0;0;0;
2607044;"Ćmielów - miasto (4)";2;0;0;0;0;
2607053;"Kunów (3)";1;0;0;1;0;
2607054;"Kunów - miasto (4)";1;0;0;0;0;
2607055;"Kunów - obszar wiejski (5)";0;0;0;1;0;
2608000;"Powiat pińczowski";3;1;0;0;1;
2608013;"Działoszyce (3)";1;0;0;0;0;
2608014;"Działoszyce - miasto (4)";1;0;0;0;0;
2608043;"Pińczów (3)";1;1;0;0;1;
2608044;"Pińczów - miasto (4)";1;1;0;0;1;
2608052;"Złota (2)";1;0;0;0;0;
2609000;"Powiat sandomierski";7;1;0;1;1;
2609011;"Sandomierz (1)";1;1;0;1;1;
2609022;"Dwikozy (2)";1;0;0;0;0;
2609032;"Klimontów (2)";1;0;0;0;0;
2609043;"Koprzywnica (3)";2;0;0;0;0;
2609044;"Koprzywnica - miasto (4)";1;0;0;0;0;
2609045;"Koprzywnica - obszar wiejski (5)";1;0;0;0;0;
2609052;"Łoniów (2)";1;0;0;0;0;
2609093;"Zawichost (3)";1;0;0;0;0;
2609094;"Zawichost - miasto (4)";1;0;0;0;0;
2610000;"Powiat skarżyski";3;2;0;2;1;
2610011;"Skarżysko-Kamienna (1)";2;1;0;0;1;
2610053;"Suchedniów (3)";1;1;0;2;0;
2610054;"Suchedniów - miasto (4)";1;1;0;2;0;
2611000;"Powiat starachowicki";1;2;0;2;1;
2611011;"Starachowice (1)";1;1;0;1;1;
2611042;"Pawłów (2)";0;1;0;0;0;
2611053;"Wąchock (3)";0;0;0;1;0;
2611054;"Wąchock - miasto (4)";0;0;0;1;0;
2612000;"Powiat staszowski";5;2;4;4;2;
2612012;"Bogoria (2)";1;0;0;0;0;
2612043;"Osiek (3)";1;0;0;0;0;
2612045;"Osiek - obszar wiejski (5)";1;0;0;0;0;
2612053;"Połaniec (3)";2;0;1;2;1;
2612054;"Połaniec - miasto (4)";2;0;1;2;1;
2612062;"Rytwiany (2)";0;0;2;0;0;
2612073;"Staszów (3)";1;2;1;2;1;
2612074;"Staszów - miasto (4)";1;2;1;1;1;
2612075;"Staszów - obszar wiejski (5)";0;0;0;1;0;
2613000;"Powiat włoszczowski";5;1;2;1;1;
2613012;"Kluczewsko (2)";1;0;0;0;0;
2613022;"Krasocin (2)";2;0;0;0;0;
2613052;"Secemin (2)";1;0;1;1;0;
2613063;"Włoszczowa (3)";1;1;1;0;1;
2613064;"Włoszczowa - miasto (4)";1;1;1;0;1;
2661000;"Powiat m.Kielce";4;8;5;17;5;
2661011;"Kielce (1)";4;8;5;17;5;
2800000;"WARMIŃSKO-MAZURSKIE";85;46;41;94;23;
2801000;"Powiat bartoszycki";11;1;0;4;0;
2801011;"Bartoszyce (1)";2;0;0;3;0;
2801021;"Górowo Iławeckie (1)";1;0;0;1;0;
2801032;"Bartoszyce (2)";3;1;0;0;0;
2801043;"Bisztynek (3)";1;0;0;0;0;
2801044;"Bisztynek - miasto (4)";1;0;0;0;0;
2801052;"Górowo Iławeckie (2)";1;0;0;0;0;
2801063;"Sępopol (3)";3;0;0;0;0;
2801064;"Sępopol - miasto (4)";3;0;0;0;0;
2802000;"Powiat braniewski";3;0;0;3;1;
2802011;"Braniewo (1)";1;0;0;1;1;
2802033;"Frombork (3)";1;0;0;2;0;
2802034;"Frombork - miasto (4)";1;0;0;2;0;
2802053;"Pieniężno (3)";1;0;0;0;0;
2802054;"Pieniężno - miasto (4)";1;0;0;0;0;
2803000;"Powiat działdowski";4;2;2;3;0;
2803011;"Działdowo (1)";1;0;0;1;0;
2803022;"Działdowo (2)";0;0;1;0;0;
2803032;"Iłowo-Osada (2)";1;0;0;0;0;
2803043;"Lidzbark (3)";1;1;0;0;0;
2803044;"Lidzbark - miasto (4)";1;1;0;0;0;
2803062;"Rybno (2)";1;1;1;2;0;
2804000;"Powiat elbląski";3;0;2;1;0;
2804063;"Młynary (3)";1;0;0;0;0;
2804064;"Młynary - miasto (4)";1;0;0;0;0;
2804073;"Pasłęk (3)";1;0;2;1;0;
2804074;"Pasłęk - miasto (4)";1;0;2;1;0;
2804093;"Tolkmicko (3)";1;0;0;0;0;
2804094;"Tolkmicko - miasto (4)";1;0;0;0;0;
2805000;"Powiat ełcki";2;2;0;6;1;
2805011;"Ełk (1)";1;1;0;5;1;
2805042;"Prostki (2)";1;0;0;1;0;
2805052;"Stare Juchy (2)";0;1;0;0;0;
2806000;"Powiat giżycki";5;4;4;6;1;
2806011;"Giżycko (1)";2;3;2;4;1;
2806042;"Giżycko (2)";0;0;1;0;0;
2806052;"Kruklanki (2)";1;0;1;1;0;
2806062;"Miłki (2)";1;1;0;1;0;
2806102;"Wydminy (2)";1;0;0;0;0;
2807000;"Powiat iławski";7;3;1;13;1;
2807011;"Iława (1)";1;1;0;9;1;
2807021;"Lubawa (1)";1;1;1;4;0;
2807032;"Iława (2)";1;0;0;0;0;
2807043;"Kisielice (3)";1;0;0;0;0;
2807044;"Kisielice - miasto (4)";1;0;0;0;0;
2807063;"Susz (3)";1;1;0;0;0;
2807064;"Susz - miasto (4)";1;1;0;0;0;
2807073;"Zalewo (3)";2;0;0;0;0;
2807074;"Zalewo - miasto (4)";2;0;0;0;0;
2808000;"Powiat kętrzyński";3;3;3;4;0;
2808011;"Kętrzyn (1)";0;2;1;4;0;
2808032;"Kętrzyn (2)";1;0;0;0;0;
2808043;"Korsze (3)";1;1;1;0;0;
2808044;"Korsze - miasto (4)";1;1;0;0;0;
2808045;"Korsze - obszar wiejski (5)";0;0;1;0;0;
2808053;"Reszel (3)";1;0;0;0;0;
2808054;"Reszel - miasto (4)";1;0;0;0;0;
2808062;"Srokowo (2)";0;0;1;0;0;
2809000;"Powiat lidzbarski";3;3;1;4;0;
2809011;"Lidzbark Warmiński (1)";1;2;0;4;0;
2809022;"Kiwity (2)";0;0;1;0;0;
2809032;"Lidzbark Warmiński (2)";1;0;0;0;0;
2809053;"Orneta (3)";1;1;0;0;0;
2809054;"Orneta - miasto (4)";1;1;0;0;0;
2810000;"Powiat mrągowski";4;1;2;2;0;
2810011;"Mrągowo (1)";1;0;1;2;0;
2810023;"Mikołajki (3)";2;1;1;0;0;
2810024;"Mikołajki - miasto (4)";1;1;1;0;0;
2810025;"Mikołajki - obszar wiejski (5)";1;0;0;0;0;
2810042;"Piecki (2)";1;0;0;0;0;
2811000;"Powiat nidzicki";3;1;0;0;0;
2811012;"Janowiec Kościelny (2)";1;0;0;0;0;
2811032;"Kozłowo (2)";1;0;0;0;0;
2811043;"Nidzica (3)";1;1;0;0;0;
2811044;"Nidzica - miasto (4)";1;1;0;0;0;
2812000;"Powiat nowomiejski";4;1;7;1;0;
2812011;"Nowe Miasto Lubawskie (1)";0;1;1;1;0;
2812042;"Kurzętnik (2)";2;0;6;0;0;
2812052;"Nowe Miasto Lubawskie (2)";2;0;0;0;0;
2813000;"Powiat olecki";2;1;2;11;1;
2813032;"Kowale Oleckie (2)";1;0;0;1;0;
2813043;"Olecko (3)";1;1;2;10;1;
2813044;"Olecko - miasto (4)";1;1;2;10;1;
2814000;"Powiat olsztyński";8;4;2;7;3;
2814013;"Barczewo (3)";2;2;0;5;2;
2814014;"Barczewo - miasto (4)";2;0;0;0;0;
2814015;"Barczewo - obszar wiejski (5)";0;2;0;5;2;
2814023;"Biskupiec (3)";1;1;0;0;0;
2814024;"Biskupiec - miasto (4)";1;1;0;0;0;
2814033;"Dobre Miasto (3)";1;0;0;0;1;
2814034;"Dobre Miasto - miasto (4)";1;0;0;0;1;
2814042;"Dywity (2)";1;0;0;0;0;
2814052;"Gietrzwałd (2)";1;0;0;0;0;
2814063;"Jeziorany (3)";0;1;0;1;0;
2814064;"Jeziorany - miasto (4)";0;1;0;1;0;
2814082;"Kolno (2)";0;0;1;0;0;
2814093;"Olsztynek (3)";1;0;0;0;0;
2814094;"Olsztynek - miasto (4)";1;0;0;0;0;
2814102;"Purda (2)";0;0;1;0;0;
2814112;"Stawiguda (2)";1;0;0;1;0;
2815000;"Powiat ostródzki";5;2;1;5;2;
2815011;"Ostróda (1)";2;1;1;2;0;
2815022;"Dąbrówno (2)";1;0;0;0;0;
2815032;"Grunwald (2)";0;0;0;1;0;
2815063;"Miłakowo (3)";0;1;0;1;0;
2815064;"Miłakowo - miasto (4)";0;1;0;1;0;
2815073;"Miłomłyn (3)";1;0;0;0;0;
2815074;"Miłomłyn - miasto (4)";1;0;0;0;0;
2815083;"Morąg (3)";1;0;0;0;1;
2815084;"Morąg - miasto (4)";1;0;0;0;1;
2815092;"Ostróda (2)";0;0;0;1;1;
2816000;"Powiat piski";4;1;0;0;1;
2816013;"Biała Piska (3)";1;0;0;0;0;
2816014;"Biała Piska - miasto (4)";1;0;0;0;0;
2816023;"Orzysz (3)";1;1;0;0;0;
2816024;"Orzysz - miasto (4)";1;1;0;0;0;
2816033;"Pisz (3)";0;0;0;0;1;
2816034;"Pisz - miasto (4)";0;0;0;0;1;
2816043;"Ruciane-Nida (3)";2;0;0;0;0;
2816044;"Ruciane-Nida - miasto (4)";1;0;0;0;0;
2816045;"Ruciane-Nida - obszar wiejski (5)";1;0;0;0;0;
2817000;"Powiat szczycieński";4;4;3;6;3;
2817011;"Szczytno (1)";2;2;3;2;2;
2817032;"Jedwabno (2)";1;1;0;0;0;
2817043;"Pasym (3)";0;1;0;1;1;
2817045;"Pasym - obszar wiejski (5)";0;1;0;1;1;
2817052;"Rozogi (2)";0;0;0;1;0;
2817062;"Szczytno (2)";0;0;0;1;0;
2817082;"Wielbark (2)";1;0;0;1;0;
2818000;"Powiat gołdapski";1;1;0;1;1;
2818033;"Gołdap (3)";1;1;0;1;1;
2818035;"Gołdap - obszar wiejski (5)";1;1;0;1;1;
2819000;"Powiat węgorzewski";2;3;7;2;0;
2819033;"Węgorzewo (3)";2;3;7;2;0;
2819034;"Węgorzewo - miasto (4)";2;3;7;2;0;
2861000;"Powiat m.Elbląg";4;2;1;4;2;
2861011;"Elbląg (1)";4;2;1;4;2;
2862000;"Powiat m.Olsztyn";3;7;3;11;6;
2862011;"Olsztyn (1)";3;7;3;11;6;
3000000;"WIELKOPOLSKIE";226;156;117;300;43;
3001000;"Powiat chodzieski";18;1;0;7;1;
3001011;"Chodzież (1)";1;0;0;6;1;
3001022;"Budzyń (2)";13;0;0;0;0;
3001032;"Chodzież (2)";2;0;0;0;0;
3001043;"Margonin (3)";1;0;0;0;0;
3001044;"Margonin - miasto (4)";1;0;0;0;0;
3001053;"Szamocin (3)";1;1;0;1;0;
3001054;"Szamocin - miasto (4)";1;1;0;1;0;
3002000;"Powiat czarnkowsko-trzcianecki";7;3;0;4;0;
3002011;"Czarnków (1)";1;0;0;1;0;
3002032;"Drawsko (2)";0;1;0;2;0;
3002043;"Krzyż Wielkopolski (3)";1;0;0;0;0;
3002044;"Krzyż Wielkopolski - miasto (4)";1;0;0;0;0;
3002052;"Lubasz (2)";1;0;0;1;0;
3002062;"Połajewo (2)";1;0;0;0;0;
3002073;"Trzcianka (3)";1;1;0;0;0;
3002074;"Trzcianka - miasto (4)";1;1;0;0;0;
3002083;"Wieleń (3)";2;1;0;0;0;
3002084;"Wieleń - miasto (4)";1;1;0;0;0;
3002085;"Wieleń - obszar wiejski (5)";1;0;0;0;0;
3003000;"Powiat gnieźnieński";10;7;5;12;1;
3003011;"Gniezno (1)";2;4;3;6;1;
3003023;"Czerniejewo (3)";3;0;1;2;0;
3003024;"Czerniejewo - miasto (4)";2;0;0;1;0;
3003025;"Czerniejewo - obszar wiejski (5)";1;0;1;1;0;
3003042;"Kiszkowo (2)";0;1;1;0;0;
3003053;"Kłecko (3)";2;0;0;0;0;
3003054;"Kłecko - miasto (4)";1;0;0;0;0;
3003055;"Kłecko - obszar wiejski (5)";1;0;0;0;0;
3003062;"Łubowo (2)";1;0;0;0;0;
3003082;"Niechanowo (2)";0;0;0;1;0;
3003093;"Trzemeszno (3)";1;1;0;0;0;
3003094;"Trzemeszno - miasto (4)";1;1;0;0;0;
3003103;"Witkowo (3)";1;1;0;3;0;
3003104;"Witkowo - miasto (4)";1;1;0;2;0;
3003105;"Witkowo - obszar wiejski (5)";0;0;0;1;0;
3004000;"Powiat gostyński";3;3;1;4;1;
3004013;"Borek Wielkopolski (3)";1;1;0;1;0;
3004014;"Borek Wielkopolski - miasto (4)";1;1;0;1;0;
3004023;"Gostyń (3)";1;0;0;1;1;
3004024;"Gostyń - miasto (4)";1;0;0;1;1;
3004033;"Krobia (3)";1;0;0;1;0;
3004035;"Krobia - obszar wiejski (5)";1;0;0;1;0;
3004042;"Pępowo (2)";0;1;1;1;0;
3004073;"Poniec (3)";0;1;0;0;0;
3004074;"Poniec - miasto (4)";0;1;0;0;0;
3005000;"Powiat grodziski";4;2;0;6;1;
3005023;"Grodzisk Wielkopolski (3)";1;1;0;4;1;
3005024;"Grodzisk Wielkopolski - miasto (4)";1;1;0;4;1;
3005032;"Kamieniec (2)";1;0;0;1;0;
3005043;"Rakoniewice (3)";2;1;0;0;0;
3005044;"Rakoniewice - miasto (4)";1;1;0;0;0;
3005045;"Rakoniewice - obszar wiejski (5)";1;0;0;0;0;
3005053;"Wielichowo (3)";0;0;0;1;0;
3005054;"Wielichowo - miasto (4)";0;0;0;1;0;
3006000;"Powiat jarociński";6;7;0;1;0;
3006023;"Jarocin (3)";5;7;0;1;0;
3006024;"Jarocin - miasto (4)";5;3;0;1;0;
3006025;"Jarocin - obszar wiejski (5)";0;4;0;0;0;
3006043;"Żerków (3)";1;0;0;0;0;
3006045;"Żerków - obszar wiejski (5)";1;0;0;0;0;
3007000;"Powiat kaliski";2;2;2;0;0;
3007012;"Blizanów (2)";0;0;1;0;0;
3007042;"Godziesze Wielkie (2)";0;0;1;0;0;
3007052;"Koźminek (2)";1;0;0;0;0;
3007062;"Lisków (2)";0;1;0;0;0;
3007083;"Opatówek (3)";0;1;0;0;0;
3007084;"Opatówek - miasto (4)";0;1;0;0;0;
3007093;"Stawiszyn (3)";1;0;0;0;0;
3007094;"Stawiszyn - miasto (4)";1;0;0;0;0;
3008000;"Powiat kępiński";2;3;2;3;2;
3008012;"Baranów (2)";0;0;0;1;0;
3008022;"Bralin (2)";1;0;0;0;0;
3008033;"Kępno (3)";1;1;0;1;2;
3008034;"Kępno - miasto (4)";1;1;0;0;2;
3008035;"Kępno - obszar wiejski (5)";0;0;0;1;0;
3008042;"Łęka Opatowska (2)";0;1;0;0;0;
3008052;"Perzów (2)";0;0;1;0;0;
3008062;"Rychtal (2)";0;1;1;0;0;
3008072;"Trzcinica (2)";0;0;0;1;0;
3009000;"Powiat kolski";9;3;0;6;1;
3009011;"Koło (1)";1;1;0;5;1;
3009022;"Babiak (2)";1;0;0;0;0;
3009043;"Dąbie (3)";1;0;0;0;0;
3009044;"Dąbie - miasto (4)";1;0;0;0;0;
3009052;"Grzegorzew (2)";2;1;0;1;0;
3009063;"Kłodawa (3)";2;0;0;0;0;
3009064;"Kłodawa - miasto (4)";2;0;0;0;0;
3009082;"Kościelec (2)";0;1;0;0;0;
3009113;"Przedecz (3)";2;0;0;0;0;
3009114;"Przedecz - miasto (4)";2;0;0;0;0;
3010000;"Powiat koniński";15;6;1;6;0;
3010013;"Golina (3)";2;1;0;0;0;
3010014;"Golina - miasto (4)";1;1;0;0;0;
3010015;"Golina - obszar wiejski (5)";1;0;0;0;0;
3010022;"Grodziec (2)";2;0;0;0;0;
3010032;"Kazimierz Biskupi (2)";2;1;0;0;0;
3010043;"Kleczew (3)";2;2;1;2;0;
3010044;"Kleczew - miasto (4)";1;1;1;2;0;
3010045;"Kleczew - obszar wiejski (5)";1;1;0;0;0;
3010062;"Krzymów (2)";2;0;0;0;0;
3010073;"Rychwał (3)";2;1;0;0;0;
3010074;"Rychwał - miasto (4)";2;1;0;0;0;
3010092;"Skulsk (2)";0;0;0;2;0;
3010103;"Sompolno (3)";2;0;0;1;0;
3010104;"Sompolno - miasto (4)";1;0;0;1;0;
3010105;"Sompolno - obszar wiejski (5)";1;0;0;0;0;
3010132;"Wierzbinek (2)";1;1;0;0;0;
3010142;"Wilczyn (2)";0;0;0;1;0;
3011000;"Powiat kościański";6;3;3;5;1;
3011011;"Kościan (1)";1;0;1;0;1;
3011023;"Czempiń (3)";2;0;1;2;0;
3011024;"Czempiń - miasto (4)";1;0;0;1;0;
3011025;"Czempiń - obszar wiejski (5)";1;0;1;1;0;
3011032;"Kościan (2)";1;1;0;0;0;
3011043;"Krzywiń (3)";0;2;1;1;0;
3011044;"Krzywiń - miasto (4)";0;1;0;0;0;
3011045;"Krzywiń - obszar wiejski (5)";0;1;1;1;0;
3011053;"Śmigiel (3)";2;0;0;2;0;
3011054;"Śmigiel - miasto (4)";1;0;0;2;0;
3011055;"Śmigiel - obszar wiejski (5)";1;0;0;0;0;
3012000;"Powiat krotoszyński";4;1;3;7;1;
3012011;"Sulmierzyce (1)";1;0;0;0;0;
3012023;"Kobylin (3)";0;0;1;1;0;
3012024;"Kobylin - miasto (4)";0;0;1;1;0;
3012033;"Koźmin Wielkopolski (3)";1;0;0;4;0;
3012034;"Koźmin Wielkopolski - miasto (4)";1;0;0;1;0;
3012035;"Koźmin Wielkopolski - obszar wiejski (5)";0;0;0;3;0;
3012043;"Krotoszyn (3)";1;1;2;2;1;
3012044;"Krotoszyn - miasto (4)";1;1;2;2;1;
3012052;"Rozdrażew (2)";1;0;0;0;0;
3013000;"Powiat leszczyński";4;2;2;2;0;
3013012;"Krzemieniewo (2)";2;0;0;0;0;
3013033;"Osieczna (3)";0;0;0;2;0;
3013034;"Osieczna - miasto (4)";0;0;0;1;0;
3013035;"Osieczna - obszar wiejski (5)";0;0;0;1;0;
3013043;"Rydzyna (3)";1;1;1;0;0;
3013044;"Rydzyna - miasto (4)";1;1;0;0;0;
3013045;"Rydzyna - obszar wiejski (5)";0;0;1;0;0;
3013052;"Święciechowa (2)";0;0;1;0;0;
3013062;"Wijewo (2)";1;0;0;0;0;
3013072;"Włoszakowice (2)";0;1;0;0;0;
3014000;"Powiat międzychodzki";2;2;1;2;1;
3014012;"Chrzypsko Wielkie (2)";0;0;0;1;1;
3014022;"Kwilcz (2)";0;0;0;1;0;
3014033;"Międzychód (3)";1;1;1;0;0;
3014034;"Międzychód - miasto (4)";1;1;1;0;0;
3014043;"Sieraków (3)";1;1;0;0;0;
3014044;"Sieraków - miasto (4)";0;1;0;0;0;
3014045;"Sieraków - obszar wiejski (5)";1;0;0;0;0;
3015000;"Powiat nowotomyski";5;3;3;9;2;
3015023;"Lwówek (3)";1;1;0;0;0;
3015024;"Lwówek - miasto (4)";1;1;0;0;0;
3015043;"Nowy Tomyśl (3)";1;0;0;2;1;
3015044;"Nowy Tomyśl - miasto (4)";1;0;0;2;1;
3015053;"Opalenica (3)";1;1;1;6;1;
3015054;"Opalenica - miasto (4)";1;1;1;6;1;
3015063;"Zbąszyń (3)";2;1;2;1;0;
3015064;"Zbąszyń - miasto (4)";1;1;2;1;0;
3015065;"Zbąszyń - obszar wiejski (5)";1;0;0;0;0;
3016000;"Powiat obornicki";4;3;0;1;1;
