"Kod";"Nazwa";"ogółem;2020;[ob.]";
3006015;"Jaraczewo - obszar wiejski (5)";5;
3006023;"Jarocin (3)";19;
3006024;"Jarocin - miasto (4)";8;
3006025;"Jarocin - obszar wiejski (5)";11;
3006032;"Kotlin (2)";4;
3006043;"Żerków (3)";6;
3006044;"Żerków - miasto (4)";1;
3006045;"Żerków - obszar wiejski (5)";5;
3007000;"Powiat kaliski";48;
3007012;"Blizanów (2)";5;
3007022;"Brzeziny (2)";4;
3007032;"Ceków-Kolonia (2)";4;
3007042;"Godziesze Wielkie (2)";6;
3007052;"Koźminek (2)";3;
3007062;"Lisków (2)";4;
3007072;"Mycielin (2)";4;
3007083;"Opatówek (3)";4;
3007084;"Opatówek - miasto (4)";1;
3007085;"Opatówek - obszar wiejski (5)";3;
3007093;"Stawiszyn (3)";2;
3007094;"Stawiszyn - miasto (4)";1;
3007095;"Stawiszyn - obszar wiejski (5)";1;
3007102;"Szczytniki (2)";5;
3007112;"Żelazków (2)";7;
3008000;"Powiat kępiński";29;
3008012;"Baranów (2)";6;
3008022;"Bralin (2)";2;
3008033;"Kępno (3)";10;
3008034;"Kępno - miasto (4)";3;
3008035;"Kępno - obszar wiejski (5)";7;
3008042;"Łęka Opatowska (2)";4;
3008052;"Perzów (2)";2;
3008062;"Rychtal (2)";3;
3008072;"Trzcinica (2)";2;
3009000;"Powiat kolski";44;
3009011;"Koło (1)";8;
3009022;"Babiak (2)";3;
3009032;"Chodów (2)";2;
3009043;"Dąbie (3)";3;
3009044;"Dąbie - miasto (4)";1;
3009045;"Dąbie - obszar wiejski (5)";2;
3009052;"Grzegorzew (2)";4;
3009063;"Kłodawa (3)";7;
3009064;"Kłodawa - miasto (4)";2;
3009065;"Kłodawa - obszar wiejski (5)";5;
3009072;"Koło (2)";4;
3009082;"Kościelec (2)";4;
3009092;"Olszówka (2)";3;
3009102;"Osiek Mały (2)";5;
3009113;"Przedecz (3)";1;
3009114;"Przedecz - miasto (4)";1;
3010000;"Powiat koniński";68;
3010013;"Golina (3)";4;
3010014;"Golina - miasto (4)";1;
3010015;"Golina - obszar wiejski (5)";3;
3010022;"Grodziec (2)";4;
3010032;"Kazimierz Biskupi (2)";4;
3010043;"Kleczew (3)";5;
3010044;"Kleczew - miasto (4)";1;
3010045;"Kleczew - obszar wiejski (5)";4;
3010052;"Kramsk (2)";8;
3010062;"Krzymów (2)";7;
3010073;"Rychwał (3)";7;
3010074;"Rychwał - miasto (4)";2;
3010075;"Rychwał - obszar wiejski (5)";5;
3010082;"Rzgów (2)";4;
3010092;"Skulsk (2)";2;
3010103;"Sompolno (3)";4;
3010104;"Sompolno - miasto (4)";1;
3010105;"Sompolno - obszar wiejski (5)";3;
3010112;"Stare Miasto (2)";6;
3010123;"Ślesin (3)";6;
3010124;"Ślesin - miasto (4)";1;
3010125;"Ślesin - obszar wiejski (5)";5;
3010132;"Wierzbinek (2)";5;
3010142;"Wilczyn (2)";2;
3011000;"Powiat kościański";26;
3011011;"Kościan (1)";6;
3011023;"Czempiń (3)";3;
3011024;"Czempiń - miasto (4)";1;
3011025;"Czempiń - obszar wiejski (5)";2;
3011032;"Kościan (2)";7;
3011043;"Krzywiń (3)";4;
3011044;"Krzywiń - miasto (4)";1;
3011045;"Krzywiń - obszar wiejski (5)";3;
3011053;"Śmigiel (3)";6;
3011054;"Śmigiel - miasto (4)";1;
3011055;"Śmigiel - obszar wiejski (5)";5;
3012000;"Powiat krotoszyński";40;
3012011;"Sulmierzyce (1)";1;
3012023;"Kobylin (3)";4;
3012024;"Kobylin - miasto (4)";1;
3012025;"Kobylin - obszar wiejski (5)";3;
3012033;"Koźmin Wielkopolski (3)";8;
3012034;"Koźmin Wielkopolski - miasto (4)";3;
3012035;"Koźmin Wielkopolski - obszar wiejski (5)";5;
3012043;"Krotoszyn (3)";20;
3012044;"Krotoszyn - miasto (4)";10;
3012045;"Krotoszyn - obszar wiejski (5)";10;
3012052;"Rozdrażew (2)";4;
3012063;"Zduny (3)";3;
3012064;"Zduny - miasto (4)";1;
3012065;"Zduny - obszar wiejski (5)";2;
3013000;"Powiat leszczyński";29;
3013012;"Krzemieniewo (2)";6;
3013022;"Lipno (2)";5;
3013033;"Osieczna (3)";3;
3013034;"Osieczna - miasto (4)";1;
3013035;"Osieczna - obszar wiejski (5)";2;
3013043;"Rydzyna (3)";5;
3013044;"Rydzyna - miasto (4)";3;
3013045;"Rydzyna - obszar wiejski (5)";2;
3013052;"Święciechowa (2)";3;
3013062;"Wijewo (2)";2;
3013072;"Włoszakowice (2)";5;
3014000;"Powiat międzychodzki";10;
3014012;"Chrzypsko Wielkie (2)";1;
3014022;"Kwilcz (2)";2;
3014033;"Międzychód (3)";5;
3014034;"Międzychód - miasto (4)";3;
3014035;"Międzychód - obszar wiejski (5)";2;
3014043;"Sieraków (3)";2;
3014044;"Sieraków - miasto (4)";1;
3014045;"Sieraków - obszar wiejski (5)";1;
3015000;"Powiat nowotomyski";34;
3015012;"Kuślin (2)";3;
3015023;"Lwówek (3)";6;
3015024;"Lwówek - miasto (4)";1;
3015025;"Lwówek - obszar wiejski (5)";5;
3015032;"Miedzichowo (2)";2;
3015043;"Nowy Tomyśl (3)";10;
3015044;"Nowy Tomyśl - miasto (4)";5;
3015045;"Nowy Tomyśl - obszar wiejski (5)";5;
3015053;"Opalenica (3)";7;
3015054;"Opalenica - miasto (4)";1;
3015055;"Opalenica - obszar wiejski (5)";6;
3015063;"Zbąszyń (3)";6;
3015064;"Zbąszyń - miasto (4)";2;
3015065;"Zbąszyń - obszar wiejski (5)";4;
3016000;"Powiat obornicki";19;
3016013;"Oborniki (3)";11;
3016014;"Oborniki - miasto (4)";4;
3016015;"Oborniki - obszar wiejski (5)";7;
3016023;"Rogoźno (3)";6;
3016024;"Rogoźno - miasto (4)";2;
3016025;"Rogoźno - obszar wiejski (5)";4;
3016032;"Ryczywół (2)";2;
3017000;"Powiat ostrowski";77;
3017011;"Ostrów Wielkopolski (1)";18;
3017023;"Nowe Skalmierzyce (3)";8;
3017024;"Nowe Skalmierzyce - miasto (4)";2;
3017025;"Nowe Skalmierzyce - obszar wiejski (5)";6;
3017033;"Odolanów (3)";11;
3017034;"Odolanów - miasto (4)";1;
3017035;"Odolanów - obszar wiejski (5)";10;
3017042;"Ostrów Wielkopolski (2)";12;
3017052;"Przygodzice (2)";7;
3017063;"Raszków (3)";8;
3017065;"Raszków - obszar wiejski (5)";8;
3017072;"Sieroszewice (2)";8;
3017082;"Sośnie (2)";5;
3018000;"Powiat ostrzeszowski";26;
3018012;"Czajków (2)";1;
3018022;"Doruchów (2)";4;
3018033;"Grabów nad Prosną (3)";4;
3018034;"Grabów nad Prosną - miasto (4)";1;
3018035;"Grabów nad Prosną - obszar wiejski (5)";3;
3018042;"Kobyla Góra (2)";3;
3018052;"Kraszewice (2)";2;
3018063;"Mikstat (3)";4;
3018064;"Mikstat - miasto (4)";1;
3018065;"Mikstat - obszar wiejski (5)";3;
3018073;"Ostrzeszów (3)";8;
3018074;"Ostrzeszów - miasto (4)";3;
3018075;"Ostrzeszów - obszar wiejski (5)";5;
3019000;"Powiat pilski";40;
3019011;"Piła (1)";14;
3019022;"Białośliwie (2)";1;
3019032;"Kaczory (2)";3;
3019043;"Łobżenica (3)";6;
3019044;"Łobżenica - miasto (4)";3;
3019045;"Łobżenica - obszar wiejski (5)";3;
3019052;"Miasteczko Krajeńskie (2)";1;
3019062;"Szydłowo (2)";3;
3019073;"Ujście (3)";3;
3019074;"Ujście - miasto (4)";1;
3019075;"Ujście - obszar wiejski (5)";2;
3019083;"Wyrzysk (3)";5;
3019084;"Wyrzysk - miasto (4)";1;
3019085;"Wyrzysk - obszar wiejski (5)";4;
3019093;"Wysoka (3)";4;
3019094;"Wysoka - miasto (4)";1;
3019095;"Wysoka - obszar wiejski (5)";3;
3020000;"Powiat pleszewski";30;
3020013;"Chocz (3)";3;
3020014;"Chocz - miasto (4)";1;
3020015;"Chocz - obszar wiejski (5)";2;
3020022;"Czermin (2)";3;
3020033;"Dobrzyca (3)";5;
3020034;"Dobrzyca - miasto (4)";1;
3020035;"Dobrzyca - obszar wiejski (5)";4;
3020042;"Gizałki (2)";3;
3020052;"Gołuchów (2)";6;
3020063;"Pleszew (3)";10;
3020064;"Pleszew - miasto (4)";5;
3020065;"Pleszew - obszar wiejski (5)";5;
3021000;"Powiat poznański";110;
3021011;"Luboń (1)";7;
3021021;"Puszczykowo (1)";2;
3021033;"Buk (3)";4;
3021034;"Buk - miasto (4)";1;
3021035;"Buk - obszar wiejski (5)";3;
3021042;"Czerwonak (2)";6;
3021052;"Dopiewo (2)";9;
3021062;"Kleszczewo (2)";4;
3021072;"Komorniki (2)";6;
3021083;"Kostrzyn (3)";7;
3021084;"Kostrzyn - miasto (4)";2;
3021085;"Kostrzyn - obszar wiejski (5)";5;
3021093;"Kórnik (3)";6;
3021094;"Kórnik - miasto (4)";2;
3021095;"Kórnik - obszar wiejski (5)";4;
3021103;"Mosina (3)";12;
3021104;"Mosina - miasto (4)";3;
3021105;"Mosina - obszar wiejski (5)";9;
3021113;"Murowana Goślina (3)";5;
3021114;"Murowana Goślina - miasto (4)";2;
3021115;"Murowana Goślina - obszar wiejski (5)";3;
3021123;"Pobiedziska (3)";7;
3021124;"Pobiedziska - miasto (4)";3;
3021125;"Pobiedziska - obszar wiejski (5)";4;
3021132;"Rokietnica (2)";3;
3021143;"Stęszew (3)";5;
3021144;"Stęszew - miasto (4)";2;
3021145;"Stęszew - obszar wiejski (5)";3;
3021152;"Suchy Las (2)";7;
3021163;"Swarzędz (3)";11;
3021164;"Swarzędz - miasto (4)";6;
3021165;"Swarzędz - obszar wiejski (5)";5;
3021172;"Tarnowo Podgórne (2)";9;
3022000;"Powiat rawicki";22;
3022013;"Bojanowo (3)";3;
3022014;"Bojanowo - miasto (4)";1;
3022015;"Bojanowo - obszar wiejski (5)";2;
3022023;"Jutrosin (3)";3;
3022024;"Jutrosin - miasto (4)";1;
3022025;"Jutrosin - obszar wiejski (5)";2;
3022033;"Miejska Górka (3)";4;
3022034;"Miejska Górka - miasto (4)";1;
3022035;"Miejska Górka - obszar wiejski (5)";3;
3022042;"Pakosław (2)";3;
3022053;"Rawicz (3)";9;
3022054;"Rawicz - miasto (4)";5;
3022055;"Rawicz - obszar wiejski (5)";4;
3023000;"Powiat słupecki";27;
3023011;"Słupca (1)";3;
3023022;"Lądek (2)";3;
3023032;"Orchowo (2)";4;
3023042;"Ostrowite (2)";2;
3023052;"Powidz (2)";1;
3023062;"Słupca (2)";8;
3023072;"Strzałkowo (2)";2;
3023083;"Zagórów (3)";4;
3023084;"Zagórów - miasto (4)";1;
3023085;"Zagórów - obszar wiejski (5)";3;
3024000;"Powiat szamotulski";30;
3024011;"Obrzycko (1)";1;
3024022;"Duszniki (2)";4;
3024032;"Kaźmierz (2)";2;
3024042;"Obrzycko (2)";2;
3024053;"Ostroróg (3)";1;
3024054;"Ostroróg - miasto (4)";1;
3024063;"Pniewy (3)";3;
3024064;"Pniewy - miasto (4)";1;
3024065;"Pniewy - obszar wiejski (5)";2;
3024073;"Szamotuły (3)";10;
3024074;"Szamotuły - miasto (4)";5;
3024075;"Szamotuły - obszar wiejski (5)";5;
3024083;"Wronki (3)";7;
3024084;"Wronki - miasto (4)";4;
3024085;"Wronki - obszar wiejski (5)";3;
3025000;"Powiat średzki";27;
3025012;"Dominowo (2)";3;
3025022;"Krzykosy (2)";5;
3025032;"Nowe Miasto nad Wartą (2)";5;
3025043;"Środa Wielkopolska (3)";11;
3025044;"Środa Wielkopolska - miasto (4)";6;
3025045;"Środa Wielkopolska - obszar wiejski (5)";5;
3025052;"Zaniemyśl (2)";3;
3026000;"Powiat śremski";26;
3026012;"Brodnica (2)";3;
3026023;"Dolsk (3)";2;
3026024;"Dolsk - miasto (4)";1;
3026025;"Dolsk - obszar wiejski (5)";1;
3026033;"Książ Wielkopolski (3)";6;
3026034;"Książ Wielkopolski - miasto (4)";1;
3026035;"Książ Wielkopolski - obszar wiejski (5)";5;
3026043;"Śrem (3)";15;
3026044;"Śrem - miasto (4)";9;
3026045;"Śrem - obszar wiejski (5)";6;
3027000;"Powiat turecki";35;
3027011;"Turek (1)";5;
3027022;"Brudzew (2)";4;
3027033;"Dobra (3)";2;
3027035;"Dobra - obszar wiejski (5)";2;
3027042;"Kawęczyn (2)";4;
3027052;"Malanów (2)";3;
3027062;"Przykona (2)";2;
3027073;"Tuliszków (3)";4;
3027074;"Tuliszków - miasto (4)";1;
3027075;"Tuliszków - obszar wiejski (5)";3;
3027082;"Turek (2)";6;
3027092;"Władysławów (2)";5;
3028000;"Powiat wągrowiecki";28;
3028011;"Wągrowiec (1)";6;
3028022;"Damasławek (2)";2;
3028033;"Gołańcz (3)";5;
3028034;"Gołańcz - miasto (4)";2;
3028035;"Gołańcz - obszar wiejski (5)";3;
3028042;"Mieścisko (2)";2;
3028053;"Skoki (3)";6;
3028054;"Skoki - miasto (4)";1;
3028055;"Skoki - obszar wiejski (5)";5;
3028062;"Wapno (2)";1;
3028072;"Wągrowiec (2)";6;
3029000;"Powiat wolsztyński";27;
3029012;"Przemęt (2)";7;
3029022;"Siedlec (2)";5;
3029033;"Wolsztyn (3)";15;
3029034;"Wolsztyn - miasto (4)";6;
3029035;"Wolsztyn - obszar wiejski (5)";9;
3030000;"Powiat wrzesiński";27;
3030012;"Kołaczkowo (2)";5;
3030023;"Miłosław (3)";3;
3030025;"Miłosław - obszar wiejski (5)";3;
3030033;"Nekla (3)";3;
3030034;"Nekla - miasto (4)";1;
3030035;"Nekla - obszar wiejski (5)";2;
3030043;"Pyzdry (3)";5;
3030044;"Pyzdry - miasto (4)";2;
3030045;"Pyzdry - obszar wiejski (5)";3;
3030053;"Września (3)";11;
3030054;"Września - miasto (4)";5;
3030055;"Września - obszar wiejski (5)";6;
3031000;"Powiat złotowski";31;
3031011;"Złotów (1)";4;
3031023;"Jastrowie (3)";7;
3031024;"Jastrowie - miasto (4)";4;
3031025;"Jastrowie - obszar wiejski (5)";3;
3031033;"Krajenka (3)";4;
3031034;"Krajenka - miasto (4)";2;
3031035;"Krajenka - obszar wiejski (5)";2;
3031042;"Lipka (2)";2;
3031053;"Okonek (3)";3;
3031054;"Okonek - miasto (4)";1;
3031055;"Okonek - obszar wiejski (5)";2;
3031062;"Tarnówka (2)";1;
3031072;"Zakrzewo (2)";2;
3031082;"Złotów (2)";8;
3061000;"Powiat m.Kalisz";30;
3061011;"Kalisz (1)";30;
3062000;"Powiat m.Konin";16;
3062011;"Konin (1)";16;
3063000;"Powiat m.Leszno";16;
3063011;"Leszno (1)";16;
3064000;"Powiat m.Poznań";140;
3064011;"Poznań (1)";140;
3200000;"ZACHODNIOPOMORSKIE";549;
3201000;"Powiat białogardzki";17;
3201011;"Białogard (1)";7;
3201022;"Białogard (2)";3;
3201033;"Karlino (3)";4;
3201034;"Karlino - miasto (4)";1;
3201035;"Karlino - obszar wiejski (5)";3;
3201043;"Tychowo (3)";3;
3201044;"Tychowo - miasto (4)";1;
3201045;"Tychowo - obszar wiejski (5)";2;
3202000;"Powiat choszczeński";18;
3202012;"Bierzwnik (2)";3;
3202023;"Choszczno (3)";7;
3202024;"Choszczno - miasto (4)";2;
3202025;"Choszczno - obszar wiejski (5)";5;
3202033;"Drawno (3)";2;
3202034;"Drawno - miasto (4)";1;
3202035;"Drawno - obszar wiejski (5)";1;
3202042;"Krzęcin (2)";1;
3202053;"Pełczyce (3)";4;
3202054;"Pełczyce - miasto (4)";1;
3202055;"Pełczyce - obszar wiejski (5)";3;
3202063;"Recz (3)";1;
3202064;"Recz - miasto (4)";1;
3203000;"Powiat drawski";20;
3203013;"Czaplinek (3)";5;
3203014;"Czaplinek - miasto (4)";3;
3203015;"Czaplinek - obszar wiejski (5)";2;
3203023;"Drawsko Pomorskie (3)";7;
3203024;"Drawsko Pomorskie - miasto (4)";3;
3203025;"Drawsko Pomorskie - obszar wiejski (5)";4;
3203033;"Kalisz Pomorski (3)";2;
3203034;"Kalisz Pomorski - miasto (4)";1;
3203035;"Kalisz Pomorski - obszar wiejski (5)";1;
3203052;"Wierzchowo (2)";2;
3203063;"Złocieniec (3)";4;
3203064;"Złocieniec - miasto (4)";2;
3203065;"Złocieniec - obszar wiejski (5)";2;
3204000;"Powiat goleniowski";33;
3204023;"Goleniów (3)";14;
3204024;"Goleniów - miasto (4)";8;
3204025;"Goleniów - obszar wiejski (5)";6;
3204033;"Maszewo (3)";3;
3204034;"Maszewo - miasto (4)";1;
3204035;"Maszewo - obszar wiejski (5)";2;
3204043;"Nowogard (3)";11;
3204044;"Nowogard - miasto (4)";5;
3204045;"Nowogard - obszar wiejski (5)";6;
3204052;"Osina (2)";1;
3204062;"Przybiernów (2)";2;
3204073;"Stepnica (3)";2;
3204074;"Stepnica - miasto (4)";1;
3204075;"Stepnica - obszar wiejski (5)";1;
3205000;"Powiat gryficki";23;
3205012;"Brojce (2)";2;
3205023;"Gryfice (3)";8;
3205024;"Gryfice - miasto (4)";4;
3205025;"Gryfice - obszar wiejski (5)";4;
3205032;"Karnice (2)";2;
3205043;"Płoty (3)";4;
3205044;"Płoty - miasto (4)";2;
3205045;"Płoty - obszar wiejski (5)";2;
3205072;"Rewal (2)";4;
3205083;"Trzebiatów (3)";3;
3205084;"Trzebiatów - miasto (4)";2;
3205085;"Trzebiatów - obszar wiejski (5)";1;
3206000;"Powiat gryfiński";33;
3206012;"Banie (2)";3;
3206023;"Cedynia (3)";2;
3206024;"Cedynia - miasto (4)";1;
3206025;"Cedynia - obszar wiejski (5)";1;
3206033;"Chojna (3)";7;
3206034;"Chojna - miasto (4)";3;
3206035;"Chojna - obszar wiejski (5)";4;
3206043;"Gryfino (3)";8;
3206044;"Gryfino - miasto (4)";3;
3206045;"Gryfino - obszar wiejski (5)";5;
3206053;"Mieszkowice (3)";4;
3206054;"Mieszkowice - miasto (4)";1;
3206055;"Mieszkowice - obszar wiejski (5)";3;
3206063;"Moryń (3)";2;
3206064;"Moryń - miasto (4)";1;
3206065;"Moryń - obszar wiejski (5)";1;
3206072;"Stare Czarnowo (2)";1;
3206083;"Trzcińsko-Zdrój (3)";4;
3206084;"Trzcińsko-Zdrój - miasto (4)";1;
3206085;"Trzcińsko-Zdrój - obszar wiejski (5)";3;
3206092;"Widuchowa (2)";2;
3207000;"Powiat kamieński";18;
3207013;"Dziwnów (3)";1;
3207014;"Dziwnów - miasto (4)";1;
3207023;"Golczewo (3)";2;
3207024;"Golczewo - miasto (4)";1;
3207025;"Golczewo - obszar wiejski (5)";1;
3207033;"Kamień Pomorski (3)";5;
3207034;"Kamień Pomorski - miasto (4)";3;
3207035;"Kamień Pomorski - obszar wiejski (5)";2;
3207043;"Międzyzdroje (3)";2;
3207044;"Międzyzdroje - miasto (4)";1;
3207045;"Międzyzdroje - obszar wiejski (5)";1;
3207052;"Świerzno (2)";2;
3207063;"Wolin (3)";6;
3207064;"Wolin - miasto (4)";1;
3207065;"Wolin - obszar wiejski (5)";5;
3208000;"Powiat kołobrzeski";23;
3208011;"Kołobrzeg (1)";11;
3208022;"Dygowo (2)";3;
3208033;"Gościno (3)";2;
3208034;"Gościno - miasto (4)";1;
3208035;"Gościno - obszar wiejski (5)";1;
3208042;"Kołobrzeg (2)";2;
3208052;"Rymań (2)";2;
3208062;"Siemyśl (2)";2;
3208072;"Ustronie Morskie (2)";1;
3209000;"Powiat koszaliński";31;
3209012;"Będzino (2)";4;
3209022;"Biesiekierz (2)";4;
3209033;"Bobolice (3)";4;
3209034;"Bobolice - miasto (4)";1;
3209035;"Bobolice - obszar wiejski (5)";3;
3209042;"Manowo (2)";3;
3209053;"Mielno (3)";2;
3209054;"Mielno - miasto (4)";1;
3209055;"Mielno - obszar wiejski (5)";1;
3209063;"Polanów (3)";4;
3209064;"Polanów - miasto (4)";2;
3209065;"Polanów - obszar wiejski (5)";2;
3209073;"Sianów (3)";6;
3209074;"Sianów - miasto (4)";2;
3209075;"Sianów - obszar wiejski (5)";4;
3209082;"Świeszyno (2)";4;
3210000;"Powiat myśliborski";28;
3210013;"Barlinek (3)";6;
3210014;"Barlinek - miasto (4)";4;
3210015;"Barlinek - obszar wiejski (5)";2;
3210022;"Boleszkowice (2)";1;
3210033;"Dębno (3)";12;
3210034;"Dębno - miasto (4)";5;
3210035;"Dębno - obszar wiejski (5)";7;
3210043;"Myślibórz (3)";7;
3210044;"Myślibórz - miasto (4)";3;
3210045;"Myślibórz - obszar wiejski (5)";4;
3210052;"Nowogródek Pomorski (2)";2;
3211000;"Powiat policki";25;
3211012;"Dobra (Szczecińska) (2)";5;
3211022;"Kołbaskowo (2)";5;
3211033;"Nowe Warpno (3)";1;
3211034;"Nowe Warpno - miasto (4)";1;
3211043;"Police (3)";14;
3211044;"Police - miasto (4)";8;
3211045;"Police - obszar wiejski (5)";6;
3212000;"Powiat pyrzycki";18;
3212012;"Bielice (2)";1;
3212022;"Kozielice (2)";1;
3212033;"Lipiany (3)";1;
3212034;"Lipiany - miasto (4)";1;
3212042;"Przelewice (2)";4;
3212053;"Pyrzyce (3)";9;
3212054;"Pyrzyce - miasto (4)";4;
3212055;"Pyrzyce - obszar wiejski (5)";5;
3212062;"Warnice (2)";2;
3213000;"Powiat sławieński";25;
3213011;"Darłowo (1)";2;
3213021;"Sławno (1)";3;
3213032;"Darłowo (2)";6;
3213042;"Malechowo (2)";4;
3213052;"Postomino (2)";5;
3213062;"Sławno (2)";5;
3214000;"Powiat stargardzki";39;
3214011;"Stargard (1)";18;
3214023;"Chociwel (3)";1;
3214024;"Chociwel - miasto (4)";1;
3214033;"Dobrzany (3)";1;
3214034;"Dobrzany - miasto (4)";1;
3214042;"Dolice (2)";4;
3214053;"Ińsko (3)";1;
3214054;"Ińsko - miasto (4)";1;
3214062;"Kobylanka (2)";3;
3214082;"Marianowo (2)";2;
3214092;"Stara Dąbrowa (2)";3;
3214102;"Stargard (2)";5;
3214113;"Suchań (3)";1;
3214114;"Suchań - miasto (4)";1;
3215000;"Powiat szczecinecki";27;
3215011;"Szczecinek (1)";10;
3215023;"Barwice (3)";2;
3215024;"Barwice - miasto (4)";1;
3215025;"Barwice - obszar wiejski (5)";1;
3215033;"Biały Bór (3)";4;
3215034;"Biały Bór - miasto (4)";2;
3215035;"Biały Bór - obszar wiejski (5)";2;
3215043;"Borne Sulinowo (3)";4;
3215044;"Borne Sulinowo - miasto (4)";1;
3215045;"Borne Sulinowo - obszar wiejski (5)";3;
3215052;"Grzmiąca (2)";2;
3215062;"Szczecinek (2)";5;
3216000;"Powiat świdwiński";18;
3216011;"Świdwin (1)";5;
3216022;"Brzeżno (2)";2;
3216033;"Połczyn-Zdrój (3)";4;
3216034;"Połczyn-Zdrój - miasto (4)";2;
3216035;"Połczyn-Zdrój - obszar wiejski (5)";2;
3216042;"Rąbino (2)";2;
3216052;"Sławoborze (2)";2;
3216062;"Świdwin (2)";3;
3217000;"Powiat wałecki";19;
3217011;"Wałcz (1)";5;
3217023;"Człopa (3)";1;
3217024;"Człopa - miasto (4)";1;
3217033;"Mirosławiec (3)";2;
3217034;"Mirosławiec - miasto (4)";1;
3217035;"Mirosławiec - obszar wiejski (5)";1;
3217043;"Tuczno (3)";2;
3217044;"Tuczno - miasto (4)";1;
3217045;"Tuczno - obszar wiejski (5)";1;
3217052;"Wałcz (2)";9;
3218000;"Powiat łobeski";13;
3218013;"Dobra (3)";2;
3218014;"Dobra - miasto (4)";1;
3218015;"Dobra - obszar wiejski (5)";1;
3218023;"Łobez (3)";5;
3218024;"Łobez - miasto (4)";4;
3218025;"Łobez - obszar wiejski (5)";1;
3218032;"Radowo Małe (2)";2;
3218043;"Resko (3)";2;
3218044;"Resko - miasto (4)";1;
3218045;"Resko - obszar wiejski (5)";1;
3218053;"Węgorzyno (3)";2;
3218054;"Węgorzyno - miasto (4)";1;
3218055;"Węgorzyno - obszar wiejski (5)";1;
3261000;"Powiat m.Koszalin";23;
3261011;"Koszalin (1)";23;
3262000;"Powiat m.Szczecin";90;
3262011;"Szczecin (1)";90;
3263000;"Powiat m.Świnoujście";8;
3263011;"Świnoujście (1)";8;
