"Kod";"Nazwa";"ludność korzystająca z sieci wodociągowej;2020;[osoba]";
2811012;"Janowiec Kościelny (2)";3134;
2811022;"Janowo (2)";2582;
2811032;"Kozłowo (2)";4518;
2811043;"Nidzica (3)";19349;
2811044;"Nidzica - miasto (4)";13546;
2811045;"Nidzica - obszar wiejski (5)";5803;
2812000;"Powiat nowomiejski";40609;
2812011;"Nowe Miasto Lubawskie (1)";9636;
2812022;"Biskupiec (2)";9024;
2812032;"Grodziczno (2)";5899;
2812042;"Kurzętnik (2)";8905;
2812052;"Nowe Miasto Lubawskie (2)";7145;
2813000;"Powiat olecki";30025;
2813032;"Kowale Oleckie (2)";3462;
2813043;"Olecko (3)";20778;
2813044;"Olecko - miasto (4)";16329;
2813045;"Olecko - obszar wiejski (5)";4449;
2813052;"Świętajno (2)";3003;
2813062;"Wieliczki (2)";2782;
2814000;"Powiat olsztyński";117141;
2814013;"Barczewo (3)";18126;
2814014;"Barczewo - miasto (4)";7502;
2814015;"Barczewo - obszar wiejski (5)";10624;
2814023;"Biskupiec (3)";16882;
2814024;"Biskupiec - miasto (4)";10500;
2814025;"Biskupiec - obszar wiejski (5)";6382;
2814033;"Dobre Miasto (3)";14749;
2814034;"Dobre Miasto - miasto (4)";9975;
2814035;"Dobre Miasto - obszar wiejski (5)";4774;
2814042;"Dywity (2)";11112;
2814052;"Gietrzwałd (2)";6456;
2814063;"Jeziorany (3)";6052;
2814064;"Jeziorany - miasto (4)";2983;
2814065;"Jeziorany - obszar wiejski (5)";3069;
2814072;"Jonkowo (2)";6840;
2814082;"Kolno (2)";2876;
2814093;"Olsztynek (3)";13030;
2814094;"Olsztynek - miasto (4)";7456;
2814095;"Olsztynek - obszar wiejski (5)";5574;
2814102;"Purda (2)";6699;
2814112;"Stawiguda (2)";11194;
2814122;"Świątki (2)";3125;
2815000;"Powiat ostródzki";99245;
2815011;"Ostróda (1)";32272;
2815022;"Dąbrówno (2)";4033;
2815032;"Grunwald (2)";4998;
2815042;"Łukta (2)";3844;
2815052;"Małdyty (2)";5932;
2815063;"Miłakowo (3)";4791;
2815064;"Miłakowo - miasto (4)";2423;
2815065;"Miłakowo - obszar wiejski (5)";2368;
2815073;"Miłomłyn (3)";4599;
2815074;"Miłomłyn - miasto (4)";2372;
2815075;"Miłomłyn - obszar wiejski (5)";2227;
2815083;"Morąg (3)";23254;
2815084;"Morąg - miasto (4)";13391;
2815085;"Morąg - obszar wiejski (5)";9863;
2815092;"Ostróda (2)";15522;
2816000;"Powiat piski";48780;
2816013;"Biała Piska (3)";9723;
2816014;"Biała Piska - miasto (4)";4002;
2816015;"Biała Piska - obszar wiejski (5)";5721;
2816023;"Orzysz (3)";6968;
2816024;"Orzysz - miasto (4)";5172;
2816025;"Orzysz - obszar wiejski (5)";1796;
2816033;"Pisz (3)";24724;
2816034;"Pisz - miasto (4)";18734;
2816035;"Pisz - obszar wiejski (5)";5990;
2816043;"Ruciane-Nida (3)";7365;
2816044;"Ruciane-Nida - miasto (4)";4391;
2816045;"Ruciane-Nida - obszar wiejski (5)";2974;
2817000;"Powiat szczycieński";64422;
2817011;"Szczytno (1)";22808;
2817022;"Dźwierzuty (2)";5437;
2817032;"Jedwabno (2)";2808;
2817043;"Pasym (3)";4606;
2817044;"Pasym - miasto (4)";2375;
2817045;"Pasym - obszar wiejski (5)";2231;
2817052;"Rozogi (2)";5336;
2817062;"Szczytno (2)";12037;
2817072;"Świętajno (2)";5463;
2817083;"Wielbark (3)";5927;
2817084;"Wielbark - miasto (4)";2514;
2817085;"Wielbark - obszar wiejski (5)";3413;
2818000;"Powiat gołdapski";24777;
2818012;"Banie Mazurskie (2)";3450;
2818022;"Dubeninki (2)";2836;
2818033;"Gołdap (3)";18491;
2818034;"Gołdap - miasto (4)";13226;
2818035;"Gołdap - obszar wiejski (5)";5265;
2819000;"Powiat węgorzewski";21995;
2819012;"Budry (2)";2549;
2819022;"Pozezdrze (2)";3030;
2819033;"Węgorzewo (3)";16416;
2819034;"Węgorzewo - miasto (4)";11131;
2819035;"Węgorzewo - obszar wiejski (5)";5285;
2861000;"Powiat m.Elbląg";117058;
2861011;"Elbląg (1)";117058;
2862000;"Powiat m.Olsztyn";171143;
2862011;"Olsztyn (1)";171143;
3000000;"WIELKOPOLSKIE";3378460;
3001000;"Powiat chodzieski";46466;
3001011;"Chodzież (1)";17987;
3001022;"Budzyń (2)";8486;
3001032;"Chodzież (2)";6134;
3001043;"Margonin (3)";6353;
3001044;"Margonin - miasto (4)";2981;
3001045;"Margonin - obszar wiejski (5)";3372;
3001053;"Szamocin (3)";7506;
3001054;"Szamocin - miasto (4)";4188;
3001055;"Szamocin - obszar wiejski (5)";3318;
3002000;"Powiat czarnkowsko-trzcianecki";79484;
3002011;"Czarnków (1)";10278;
3002022;"Czarnków (2)";10050;
3002032;"Drawsko (2)";5406;
3002043;"Krzyż Wielkopolski (3)";8504;
3002044;"Krzyż Wielkopolski - miasto (4)";6141;
3002045;"Krzyż Wielkopolski - obszar wiejski (5)";2363;
3002052;"Lubasz (2)";6651;
3002062;"Połajewo (2)";6124;
3002073;"Trzcianka (3)";22714;
3002074;"Trzcianka - miasto (4)";16842;
3002075;"Trzcianka - obszar wiejski (5)";5872;
3002083;"Wieleń (3)";9757;
3002084;"Wieleń - miasto (4)";5751;
3002085;"Wieleń - obszar wiejski (5)";4006;
3003000;"Powiat gnieźnieński";141155;
3003011;"Gniezno (1)";66070;
3003023;"Czerniejewo (3)";7038;
3003024;"Czerniejewo - miasto (4)";2537;
3003025;"Czerniejewo - obszar wiejski (5)";4501;
3003032;"Gniezno (2)";11224;
3003042;"Kiszkowo (2)";5465;
3003053;"Kłecko (3)";7340;
3003054;"Kłecko - miasto (4)";2593;
3003055;"Kłecko - obszar wiejski (5)";4747;
3003062;"Łubowo (2)";6778;
3003072;"Mieleszyn (2)";4009;
3003082;"Niechanowo (2)";6034;
3003093;"Trzemeszno (3)";13761;
3003094;"Trzemeszno - miasto (4)";7404;
3003095;"Trzemeszno - obszar wiejski (5)";6357;
3003103;"Witkowo (3)";13436;
3003104;"Witkowo - miasto (4)";7663;
3003105;"Witkowo - obszar wiejski (5)";5773;
3004000;"Powiat gostyński";74221;
3004013;"Borek Wielkopolski (3)";7426;
3004014;"Borek Wielkopolski - miasto (4)";2490;
3004015;"Borek Wielkopolski - obszar wiejski (5)";4936;
3004023;"Gostyń (3)";28183;
3004024;"Gostyń - miasto (4)";20233;
3004025;"Gostyń - obszar wiejski (5)";7950;
3004033;"Krobia (3)";12230;
3004034;"Krobia - miasto (4)";4180;
3004035;"Krobia - obszar wiejski (5)";8050;
3004042;"Pępowo (2)";5680;
3004052;"Piaski (2)";8379;
3004063;"Pogorzela (3)";4736;
3004064;"Pogorzela - miasto (4)";2003;
3004065;"Pogorzela - obszar wiejski (5)";2733;
3004073;"Poniec (3)";7587;
3004074;"Poniec - miasto (4)";2840;
3004075;"Poniec - obszar wiejski (5)";4747;
3005000;"Powiat grodziski";49459;
3005012;"Granowo (2)";5064;
3005023;"Grodzisk Wielkopolski (3)";18771;
3005024;"Grodzisk Wielkopolski - miasto (4)";13616;
3005025;"Grodzisk Wielkopolski - obszar wiejski (5)";5155;
3005032;"Kamieniec (2)";6599;
3005043;"Rakoniewice (3)";13187;
3005044;"Rakoniewice - miasto (4)";3619;
3005045;"Rakoniewice - obszar wiejski (5)";9568;
3005053;"Wielichowo (3)";5838;
3005054;"Wielichowo - miasto (4)";935;
3005055;"Wielichowo - obszar wiejski (5)";4903;
3006000;"Powiat jarociński";69565;
3006013;"Jaraczewo (3)";8021;
3006014;"Jaraczewo - miasto (4)";1403;
3006015;"Jaraczewo - obszar wiejski (5)";6618;
3006023;"Jarocin (3)";45172;
3006024;"Jarocin - miasto (4)";25870;
3006025;"Jarocin - obszar wiejski (5)";19302;
3006032;"Kotlin (2)";7007;
3006043;"Żerków (3)";9365;
3006044;"Żerków - miasto (4)";1986;
3006045;"Żerków - obszar wiejski (5)";7379;
3007000;"Powiat kaliski";78909;
3007012;"Blizanów (2)";9825;
3007022;"Brzeziny (2)";5761;
3007032;"Ceków-Kolonia (2)";4703;
3007042;"Godziesze Wielkie (2)";8766;
3007052;"Koźminek (2)";7542;
3007062;"Lisków (2)";4777;
3007072;"Mycielin (2)";4742;
3007083;"Opatówek (3)";9930;
3007084;"Opatówek - miasto (4)";3225;
3007085;"Opatówek - obszar wiejski (5)";6705;
3007093;"Stawiszyn (3)";6675;
3007094;"Stawiszyn - miasto (4)";1459;
3007095;"Stawiszyn - obszar wiejski (5)";5216;
3007102;"Szczytniki (2)";6674;
3007112;"Żelazków (2)";9514;
3008000;"Powiat kępiński";54821;
3008012;"Baranów (2)";7848;
3008022;"Bralin (2)";5935;
3008033;"Kępno (3)";23708;
3008034;"Kępno - miasto (4)";13888;
3008035;"Kępno - obszar wiejski (5)";9820;
3008042;"Łęka Opatowska (2)";5227;
3008052;"Perzów (2)";3604;
3008062;"Rychtal (2)";3603;
3008072;"Trzcinica (2)";4896;
3009000;"Powiat kolski";80671;
3009011;"Koło (1)";20505;
3009022;"Babiak (2)";7455;
3009032;"Chodów (2)";2806;
3009043;"Dąbie (3)";5309;
3009044;"Dąbie - miasto (4)";1933;
3009045;"Dąbie - obszar wiejski (5)";3376;
3009052;"Grzegorzew (2)";5092;
3009063;"Kłodawa (3)";11512;
3009064;"Kłodawa - miasto (4)";6205;
3009065;"Kłodawa - obszar wiejski (5)";5307;
3009072;"Koło (2)";7652;
3009082;"Kościelec (2)";6606;
3009092;"Olszówka (2)";4040;
3009102;"Osiek Mały (2)";6144;
3009113;"Przedecz (3)";3550;
3009114;"Przedecz - miasto (4)";1333;
3009115;"Przedecz - obszar wiejski (5)";2217;
3010000;"Powiat koniński";126327;
3010013;"Golina (3)";12000;
3010014;"Golina - miasto (4)";4448;
3010015;"Golina - obszar wiejski (5)";7552;
3010022;"Grodziec (2)";5086;
3010032;"Kazimierz Biskupi (2)";11320;
3010043;"Kleczew (3)";9906;
3010044;"Kleczew - miasto (4)";4096;
3010045;"Kleczew - obszar wiejski (5)";5810;
3010052;"Kramsk (2)";11015;
3010062;"Krzymów (2)";7995;
3010073;"Rychwał (3)";7621;
3010074;"Rychwał - miasto (4)";2153;
3010075;"Rychwał - obszar wiejski (5)";5468;
3010082;"Rzgów (2)";7219;
3010092;"Skulsk (2)";5488;
3010103;"Sompolno (3)";10291;
3010104;"Sompolno - miasto (4)";3471;
3010105;"Sompolno - obszar wiejski (5)";6820;
3010112;"Stare Miasto (2)";11548;
3010123;"Ślesin (3)";13666;
3010124;"Ślesin - miasto (4)";3001;
3010125;"Ślesin - obszar wiejski (5)";10665;
3010132;"Wierzbinek (2)";7109;
3010142;"Wilczyn (2)";6063;
3011000;"Powiat kościański";77435;
3011011;"Kościan (1)";23692;
3011023;"Czempiń (3)";11529;
3011024;"Czempiń - miasto (4)";4930;
3011025;"Czempiń - obszar wiejski (5)";6599;
3011032;"Kościan (2)";16188;
3011043;"Krzywiń (3)";9815;
3011044;"Krzywiń - miasto (4)";1707;
3011045;"Krzywiń - obszar wiejski (5)";8108;
3011053;"Śmigiel (3)";16211;
3011054;"Śmigiel - miasto (4)";5574;
3011055;"Śmigiel - obszar wiejski (5)";10637;
3012000;"Powiat krotoszyński";75037;
3012011;"Sulmierzyce (1)";2339;
3012023;"Kobylin (3)";7436;
3012024;"Kobylin - miasto (4)";2853;
3012025;"Kobylin - obszar wiejski (5)";4583;
3012033;"Koźmin Wielkopolski (3)";12789;
3012034;"Koźmin Wielkopolski - miasto (4)";6339;
3012035;"Koźmin Wielkopolski - obszar wiejski (5)";6450;
3012043;"Krotoszyn (3)";39974;
3012044;"Krotoszyn - miasto (4)";28582;
3012045;"Krotoszyn - obszar wiejski (5)";11392;
3012052;"Rozdrażew (2)";5146;
3012063;"Zduny (3)";7353;
3012064;"Zduny - miasto (4)";4242;
3012065;"Zduny - obszar wiejski (5)";3111;
3013000;"Powiat leszczyński";55119;
3013012;"Krzemieniewo (2)";7977;
3013022;"Lipno (2)";8370;
3013033;"Osieczna (3)";8671;
3013034;"Osieczna - miasto (4)";2271;
3013035;"Osieczna - obszar wiejski (5)";6400;
3013043;"Rydzyna (3)";9412;
3013044;"Rydzyna - miasto (4)";2724;
3013045;"Rydzyna - obszar wiejski (5)";6688;
3013052;"Święciechowa (2)";8022;
3013062;"Wijewo (2)";3437;
3013072;"Włoszakowice (2)";9230;
3014000;"Powiat międzychodzki";33793;
3014012;"Chrzypsko Wielkie (2)";3178;
3014022;"Kwilcz (2)";5704;
3014033;"Międzychód (3)";16927;
3014034;"Międzychód - miasto (4)";10185;
3014035;"Międzychód - obszar wiejski (5)";6742;
3014043;"Sieraków (3)";7984;
3014044;"Sieraków - miasto (4)";5580;
3014045;"Sieraków - obszar wiejski (5)";2404;
3015000;"Powiat nowotomyski";70154;
3015012;"Kuślin (2)";5460;
3015023;"Lwówek (3)";8595;
3015024;"Lwówek - miasto (4)";2922;
3015025;"Lwówek - obszar wiejski (5)";5673;
3015032;"Miedzichowo (2)";2812;
3015043;"Nowy Tomyśl (3)";26497;
3015044;"Nowy Tomyśl - miasto (4)";14304;
3015045;"Nowy Tomyśl - obszar wiejski (5)";12193;
3015053;"Opalenica (3)";15705;
3015054;"Opalenica - miasto (4)";9387;
3015055;"Opalenica - obszar wiejski (5)";6318;
3015063;"Zbąszyń (3)";11085;
3015064;"Zbąszyń - miasto (4)";6015;
3015065;"Zbąszyń - obszar wiejski (5)";5070;
3016000;"Powiat obornicki";56408;
3016013;"Oborniki (3)";31948;
3016014;"Oborniki - miasto (4)";17630;
3016015;"Oborniki - obszar wiejski (5)";14318;
3016023;"Rogoźno (3)";17753;
3016024;"Rogoźno - miasto (4)";10924;
3016025;"Rogoźno - obszar wiejski (5)";6829;
3016032;"Ryczywół (2)";6707;
3017000;"Powiat ostrowski";158078;
3017011;"Ostrów Wielkopolski (1)";70521;
3017023;"Nowe Skalmierzyce (3)";15167;
3017024;"Nowe Skalmierzyce - miasto (4)";4739;
3017025;"Nowe Skalmierzyce - obszar wiejski (5)";10428;
3017033;"Odolanów (3)";14662;
3017034;"Odolanów - miasto (4)";5110;
3017035;"Odolanów - obszar wiejski (5)";9552;
3017042;"Ostrów Wielkopolski (2)";18725;
3017052;"Przygodzice (2)";11718;
3017063;"Raszków (3)";11843;
3017064;"Raszków - miasto (4)";2117;
3017065;"Raszków - obszar wiejski (5)";9726;
3017072;"Sieroszewice (2)";9578;
3017082;"Sośnie (2)";5864;
3018000;"Powiat ostrzeszowski";53582;
3018012;"Czajków (2)";2281;
3018022;"Doruchów (2)";5217;
3018033;"Grabów nad Prosną (3)";7582;
3018034;"Grabów nad Prosną - miasto (4)";1863;
3018035;"Grabów nad Prosną - obszar wiejski (5)";5719;
3018042;"Kobyla Góra (2)";5541;
3018052;"Kraszewice (2)";3603;
3018063;"Mikstat (3)";5679;
3018064;"Mikstat - miasto (4)";1802;
3018065;"Mikstat - obszar wiejski (5)";3877;
3018073;"Ostrzeszów (3)";23679;
3018074;"Ostrzeszów - miasto (4)";13799;
3018075;"Ostrzeszów - obszar wiejski (5)";9880;
3019000;"Powiat pilski";130238;
3019011;"Piła (1)";70799;
3019022;"Białośliwie (2)";4676;
3019032;"Kaczory (2)";7661;
3019043;"Łobżenica (3)";8798;
3019044;"Łobżenica - miasto (4)";2853;
3019045;"Łobżenica - obszar wiejski (5)";5945;
3019052;"Miasteczko Krajeńskie (2)";3104;
3019062;"Szydłowo (2)";8401;
3019073;"Ujście (3)";7172;
3019074;"Ujście - miasto (4)";3502;
3019075;"Ujście - obszar wiejski (5)";3670;
3019083;"Wyrzysk (3)";13611;
3019084;"Wyrzysk - miasto (4)";5130;
3019085;"Wyrzysk - obszar wiejski (5)";8481;
3019093;"Wysoka (3)";6016;
3019094;"Wysoka - miasto (4)";2602;
3019095;"Wysoka - obszar wiejski (5)";3414;
3020000;"Powiat pleszewski";59819;
3020013;"Chocz (3)";4736;
3020014;"Chocz - miasto (4)";1767;
3020015;"Chocz - obszar wiejski (5)";2969;
3020022;"Czermin (2)";4930;
3020033;"Dobrzyca (3)";8008;
3020034;"Dobrzyca - miasto (4)";3110;
3020035;"Dobrzyca - obszar wiejski (5)";4898;
3020042;"Gizałki (2)";4060;
3020052;"Gołuchów (2)";10486;
3020063;"Pleszew (3)";27599;
3020064;"Pleszew - miasto (4)";16023;
3020065;"Pleszew - obszar wiejski (5)";11576;
3021000;"Powiat poznański";390800;
3021011;"Luboń (1)";29984;
3021021;"Puszczykowo (1)";8366;
3021033;"Buk (3)";12151;
3021034;"Buk - miasto (4)";5942;
3021035;"Buk - obszar wiejski (5)";6209;
3021042;"Czerwonak (2)";26796;
3021052;"Dopiewo (2)";29160;
3021062;"Kleszczewo (2)";9105;
3021072;"Komorniki (2)";30448;
3021083;"Kostrzyn (3)";18756;
3021084;"Kostrzyn - miasto (4)";9694;
3021085;"Kostrzyn - obszar wiejski (5)";9062;
3021093;"Kórnik (3)";29323;
3021094;"Kórnik - miasto (4)";7826;
3021095;"Kórnik - obszar wiejski (5)";21497;
3021103;"Mosina (3)";30573;
3021104;"Mosina - miasto (4)";13848;
3021105;"Mosina - obszar wiejski (5)";16725;
3021113;"Murowana Goślina (3)";16641;
3021114;"Murowana Goślina - miasto (4)";10157;
3021115;"Murowana Goślina - obszar wiejski (5)";6484;
3021123;"Pobiedziska (3)";18772;
3021124;"Pobiedziska - miasto (4)";9191;
3021125;"Pobiedziska - obszar wiejski (5)";9581;
3021132;"Rokietnica (2)";18959;
3021143;"Stęszew (3)";14905;
3021144;"Stęszew - miasto (4)";5897;
3021145;"Stęszew - obszar wiejski (5)";9008;
3021152;"Suchy Las (2)";17574;
3021163;"Swarzędz (3)";50397;
3021164;"Swarzędz - miasto (4)";29723;
3021165;"Swarzędz - obszar wiejski (5)";20674;
3021172;"Tarnowo Podgórne (2)";28890;
3022000;"Powiat rawicki";58212;
3022013;"Bojanowo (3)";8230;
3022014;"Bojanowo - miasto (4)";2851;
3022015;"Bojanowo - obszar wiejski (5)";5379;
3022023;"Jutrosin (3)";6607;
3022024;"Jutrosin - miasto (4)";1896;
3022025;"Jutrosin - obszar wiejski (5)";4711;
3022033;"Miejska Górka (3)";9230;
3022034;"Miejska Górka - miasto (4)";3202;
3022035;"Miejska Górka - obszar wiejski (5)";6028;
3022042;"Pakosław (2)";4714;
3022053;"Rawicz (3)";29431;
3022054;"Rawicz - miasto (4)";19895;
3022055;"Rawicz - obszar wiejski (5)";9536;
3023000;"Powiat słupecki";56925;
3023011;"Słupca (1)";13306;
3023022;"Lądek (2)";5551;
3023032;"Orchowo (2)";3517;
3023042;"Ostrowite (2)";5048;
3023052;"Powidz (2)";2156;
3023062;"Słupca (2)";9303;
3023072;"Strzałkowo (2)";10006;
3023083;"Zagórów (3)";8038;
3023084;"Zagórów - miasto (4)";2713;
3023085;"Zagórów - obszar wiejski (5)";5325;
3024000;"Powiat szamotulski";89017;
3024011;"Obrzycko (1)";2385;
3024022;"Duszniki (2)";8376;
3024032;"Kaźmierz (2)";8836;
3024042;"Obrzycko (2)";4093;
3024053;"Ostroróg (3)";4617;
3024054;"Ostroróg - miasto (4)";1914;
3024055;"Ostroróg - obszar wiejski (5)";2703;
3024063;"Pniewy (3)";11722;
3024064;"Pniewy - miasto (4)";7555;
3024065;"Pniewy - obszar wiejski (5)";4167;
3024073;"Szamotuły (3)";30167;
3024074;"Szamotuły - miasto (4)";18725;
3024075;"Szamotuły - obszar wiejski (5)";11442;
3024083;"Wronki (3)";18821;
3024084;"Wronki - miasto (4)";10998;
3024085;"Wronki - obszar wiejski (5)";7823;
3025000;"Powiat średzki";57303;
3025012;"Dominowo (2)";3013;
3025022;"Krzykosy (2)";6583;
3025032;"Nowe Miasto nad Wartą (2)";8468;
3025043;"Środa Wielkopolska (3)";32869;
3025044;"Środa Wielkopolska - miasto (4)";23670;
3025045;"Środa Wielkopolska - obszar wiejski (5)";9199;
3025052;"Zaniemyśl (2)";6370;
3026000;"Powiat śremski";60983;
3026012;"Brodnica (2)";4898;
3026023;"Dolsk (3)";5866;
3026024;"Dolsk - miasto (4)";1547;
3026025;"Dolsk - obszar wiejski (5)";4319;
3026033;"Książ Wielkopolski (3)";8312;
3026034;"Książ Wielkopolski - miasto (4)";2715;
3026035;"Książ Wielkopolski - obszar wiejski (5)";5597;
3026043;"Śrem (3)";41907;
3026044;"Śrem - miasto (4)";29147;
3026045;"Śrem - obszar wiejski (5)";12760;
3027000;"Powiat turecki";82284;
3027011;"Turek (1)";26413;
3027022;"Brudzew (2)";5952;
3027033;"Dobra (3)";6051;
3027034;"Dobra - miasto (4)";1352;
3027035;"Dobra - obszar wiejski (5)";4699;
3027042;"Kawęczyn (2)";4810;
3027052;"Malanów (2)";6470;
3027062;"Przykona (2)";4633;
3027073;"Tuliszków (3)";9725;
3027074;"Tuliszków - miasto (4)";3105;
3027075;"Tuliszków - obszar wiejski (5)";6620;
3027082;"Turek (2)";10149;
3027092;"Władysławów (2)";8081;
3028000;"Powiat wągrowiecki";67696;
3028011;"Wągrowiec (1)";25446;
3028022;"Damasławek (2)";5266;
3028033;"Gołańcz (3)";7787;
3028034;"Gołańcz - miasto (4)";3011;
3028035;"Gołańcz - obszar wiejski (5)";4776;
3028042;"Mieścisko (2)";5748;
3028053;"Skoki (3)";8911;
3028054;"Skoki - miasto (4)";4450;
3028055;"Skoki - obszar wiejski (5)";4461;
3028062;"Wapno (2)";2847;
3028072;"Wągrowiec (2)";11691;
3029000;"Powiat wolsztyński";52699;
3029012;"Przemęt (2)";11283;
3029022;"Siedlec (2)";12612;
3029033;"Wolsztyn (3)";28804;
3029034;"Wolsztyn - miasto (4)";12855;
3029035;"Wolsztyn - obszar wiejski (5)";15949;
3030000;"Powiat wrzesiński";76728;
3030012;"Kołaczkowo (2)";5982;
3030023;"Miłosław (3)";10133;
3030024;"Miłosław - miasto (4)";3531;
3030025;"Miłosław - obszar wiejski (5)";6602;
3030033;"Nekla (3)";7443;
3030034;"Nekla - miasto (4)";3843;
3030035;"Nekla - obszar wiejski (5)";3600;
3030043;"Pyzdry (3)";6859;
3030044;"Pyzdry - miasto (4)";3092;
3030045;"Pyzdry - obszar wiejski (5)";3767;
3030053;"Września (3)";46311;
3030054;"Września - miasto (4)";31000;
3030055;"Września - obszar wiejski (5)";15311;
3031000;"Powiat złotowski";62640;
3031011;"Złotów (1)";18424;
3031023;"Jastrowie (3)";10333;
3031024;"Jastrowie - miasto (4)";7899;
3031025;"Jastrowie - obszar wiejski (5)";2434;
3031033;"Krajenka (3)";6345;
3031034;"Krajenka - miasto (4)";3545;
3031035;"Krajenka - obszar wiejski (5)";2800;
3031042;"Lipka (2)";4958;
3031053;"Okonek (3)";6103;
3031054;"Okonek - miasto (4)";2619;
3031055;"Okonek - obszar wiejski (5)";3484;
3031062;"Tarnówka (2)";2616;
3031072;"Zakrzewo (2)";4572;
3031082;"Złotów (2)";9289;
3061000;"Powiat m.Kalisz";96642;
3061011;"Kalisz (1)";96642;
3062000;"Powiat m.Konin";70720;
3062011;"Konin (1)";70720;
3063000;"Powiat m.Leszno";61938;
3063011;"Leszno (1)";61938;
3064000;"Powiat m.Poznań";523132;
3064011;"Poznań (1)";523132;
3200000;"ZACHODNIOPOMORSKIE";1624669;
3201000;"Powiat białogardzki";45149;
3201011;"Białogard (1)";23046;
3201022;"Białogard (2)";7015;
3201033;"Karlino (3)";8831;
3201034;"Karlino - miasto (4)";5847;
3201035;"Karlino - obszar wiejski (5)";2984;
3201043;"Tychowo (3)";6257;
3201044;"Tychowo - miasto (4)";2235;
3201045;"Tychowo - obszar wiejski (5)";4022;
3202000;"Powiat choszczeński";44224;
3202012;"Bierzwnik (2)";4261;
3202023;"Choszczno (3)";19863;
3202024;"Choszczno - miasto (4)";14709;
3202025;"Choszczno - obszar wiejski (5)";5154;
3202033;"Drawno (3)";4502;
3202034;"Drawno - miasto (4)";2250;
3202035;"Drawno - obszar wiejski (5)";2252;
3202042;"Krzęcin (2)";3344;
3202053;"Pełczyce (3)";7341;
3202054;"Pełczyce - miasto (4)";2591;
3202055;"Pełczyce - obszar wiejski (5)";4750;
3202063;"Recz (3)";4913;
3202064;"Recz - miasto (4)";2637;
3202065;"Recz - obszar wiejski (5)";2276;
3203000;"Powiat drawski";53649;
3203013;"Czaplinek (3)";10962;
3203014;"Czaplinek - miasto (4)";6727;
3203015;"Czaplinek - obszar wiejski (5)";4235;
3203023;"Drawsko Pomorskie (3)";15616;
3203024;"Drawsko Pomorskie - miasto (4)";10663;
3203025;"Drawsko Pomorskie - obszar wiejski (5)";4953;
3203033;"Kalisz Pomorski (3)";6920;
3203034;"Kalisz Pomorski - miasto (4)";4084;
3203035;"Kalisz Pomorski - obszar wiejski (5)";2836;
3203052;"Wierzchowo (2)";3984;
3203063;"Złocieniec (3)";16167;
3203064;"Złocieniec - miasto (4)";12703;
3203065;"Złocieniec - obszar wiejski (5)";3464;
3204000;"Powiat goleniowski";77319;
3204023;"Goleniów (3)";34220;
3204024;"Goleniów - miasto (4)";21772;
3204025;"Goleniów - obszar wiejski (5)";12448;
3204033;"Maszewo (3)";7845;
3204034;"Maszewo - miasto (4)";3224;
3204035;"Maszewo - obszar wiejski (5)";4621;
3204043;"Nowogard (3)";23565;
3204044;"Nowogard - miasto (4)";16222;
3204045;"Nowogard - obszar wiejski (5)";7343;
3204052;"Osina (2)";2886;
3204062;"Przybiernów (2)";4039;
3204073;"Stepnica (3)";4764;
3204074;"Stepnica - miasto (4)";2417;
3204075;"Stepnica - obszar wiejski (5)";2347;
3205000;"Powiat gryficki";55797;
3205012;"Brojce (2)";3537;
3205023;"Gryfice (3)";21935;
3205024;"Gryfice - miasto (4)";16013;
3205025;"Gryfice - obszar wiejski (5)";5922;
3205032;"Karnice (2)";3752;
3205043;"Płoty (3)";7321;
3205044;"Płoty - miasto (4)";3426;
3205045;"Płoty - obszar wiejski (5)";3895;
3205072;"Rewal (2)";3711;
3205083;"Trzebiatów (3)";15541;
3205084;"Trzebiatów - miasto (4)";9451;
3205085;"Trzebiatów - obszar wiejski (5)";6090;
3206000;"Powiat gryfiński";76421;
3206012;"Banie (2)";5720;
3206023;"Cedynia (3)";4133;
3206024;"Cedynia - miasto (4)";1465;
3206025;"Cedynia - obszar wiejski (5)";2668;
3206033;"Chojna (3)";13120;
3206034;"Chojna - miasto (4)";7217;
3206035;"Chojna - obszar wiejski (5)";5903;
3206043;"Gryfino (3)";28694;
3206044;"Gryfino - miasto (4)";20813;
3206045;"Gryfino - obszar wiejski (5)";7881;
3206053;"Mieszkowice (3)";6673;
3206054;"Mieszkowice - miasto (4)";3525;
3206055;"Mieszkowice - obszar wiejski (5)";3148;
3206063;"Moryń (3)";4186;
3206064;"Moryń - miasto (4)";1611;
3206065;"Moryń - obszar wiejski (5)";2575;
3206072;"Stare Czarnowo (2)";3520;
3206083;"Trzcińsko-Zdrój (3)";4990;
3206084;"Trzcińsko-Zdrój - miasto (4)";2199;
3206085;"Trzcińsko-Zdrój - obszar wiejski (5)";2791;
3206092;"Widuchowa (2)";5385;
3207000;"Powiat kamieński";44026;
3207013;"Dziwnów (3)";3228;
3207014;"Dziwnów - miasto (4)";2587;
3207015;"Dziwnów - obszar wiejski (5)";641;
3207023;"Golczewo (3)";5725;
3207024;"Golczewo - miasto (4)";2664;
3207025;"Golczewo - obszar wiejski (5)";3061;
3207033;"Kamień Pomorski (3)";13625;
3207034;"Kamień Pomorski - miasto (4)";8610;
3207035;"Kamień Pomorski - obszar wiejski (5)";5015;
3207043;"Międzyzdroje (3)";6122;
3207044;"Międzyzdroje - miasto (4)";5221;
